Datetime,Open,High,Low,Close,Volume,EMA9,EMA21,ADX,ATR
2024-06-26 09:15:00,23723.1,23749.5,23689.3,23724.5,0,,,0.0,0.0
2024-06-26 09:20:00,23722.0,23725.85,23703.75,23703.75,0,,,0.0,0.0
2024-06-26 09:25:00,23704.8,23722.85,23695.3,23695.9,0,,,0.0,0.0
2024-06-26 09:30:00,23696.55,23725.25,23670.45,23704.45,0,,,0.0,0.0
2024-06-26 09:35:00,23703.4,23718.45,23701.85,23708.25,0,,,0.0,0.0
2024-06-26 09:40:00,23708.25,23721.95,23697.5,23701.2,0,,,0.0,0.0
2024-06-26 09:45:00,23700.05,23701.9,23681.05,23698.35,0,,,0.0,0.0
2024-06-26 09:50:00,23696.25,23715.5,23693.05,23710.65,0,,,0.0,0.0
2024-06-26 09:55:00,23710.35,23718.95,23697.05,23702.3,0,23707.1,,0.0,0.0
2024-06-26 10:00:00,23701.95,23706.7,23687.8,23698.85,0,23705.45,,0.0,0.0
2024-06-26 10:05:00,23697.95,23705.05,23686.15,23702.7,0,23704.9,,0.0,0.0
2024-06-26 10:10:00,23702.7,23705.8,23691.4,23693.25,0,23702.57,,0.0,0.0
2024-06-26 10:15:00,23693.15,23735.95,23693.15,23732.35,0,23708.52,,0.0,0.0
2024-06-26 10:20:00,23732.15,23751.0,23720.3,23720.3,0,23710.88,,0.0,0.0
2024-06-26 10:25:00,23718.35,23737.4,23714.2,23731.85,0,23715.07,,0.0,0.0
2024-06-26 10:30:00,23732.35,23742.2,23724.1,23725.25,0,23717.11,,0.0,0.0
2024-06-26 10:35:00,23724.8,23729.85,23716.1,23723.75,0,23718.44,,0.0,0.0
2024-06-26 10:40:00,23723.75,23737.85,23722.0,23724.95,0,23719.74,,0.0,0.0
2024-06-26 10:45:00,23724.45,23741.4,23722.35,23736.4,0,23723.07,,0.0,0.0
2024-06-26 10:50:00,23736.6,23749.2,23732.55,23743.85,0,23727.23,,0.0,0.0
2024-06-26 10:55:00,23745.65,23769.75,23743.75,23764.3,0,23734.64,23724.77,0.0,25.2
2024-06-26 11:00:00,23764.25,23783.55,23764.25,23774.45,0,23742.6,23729.28,0.0,24.92
2024-06-26 11:05:00,23774.9,23790.5,23771.15,23776.25,0,23749.33,23733.55,0.0,24.65
2024-06-26 11:10:00,23775.7,23782.65,23767.25,23774.45,0,23754.36,23737.27,0.0,24.21
2024-06-26 11:15:00,23773.8,23791.7,23772.6,23778.0,0,23759.09,23740.97,0.0,23.97
2024-06-26 11:20:00,23778.2,23794.7,23777.8,23789.95,0,23765.26,23745.43,0.0,23.63
2024-06-26 11:25:00,23790.9,23813.25,23785.85,23806.55,0,23773.52,23750.98,0.0,23.81
2024-06-26 11:30:00,23807.1,23824.35,23804.65,23823.2,0,23783.45,23757.55,22.04,23.62
2024-06-26 11:35:00,23824.85,23825.75,23799.65,23802.7,0,23787.3,23761.65,23.6,23.73
2024-06-26 11:40:00,23803.05,23810.65,23791.15,23805.4,0,23790.92,23765.63,24.37,23.53
2024-06-26 11:45:00,23806.15,23819.05,23803.35,23816.8,0,23796.1,23770.28,25.4,23.16
2024-06-26 11:50:00,23817.2,23821.9,23814.2,23818.4,0,23800.56,23774.66,26.45,22.42
2024-06-26 11:55:00,23818.4,23827.5,23813.9,23826.35,0,23805.72,23779.36,27.63,22.0
2024-06-26 12:00:00,23827.1,23842.9,23818.2,23821.5,0,23808.87,23783.19,29.23,22.13
2024-06-26 12:05:00,23822.0,23834.15,23817.85,23832.65,0,23813.63,23787.68,30.68,21.85
2024-06-26 12:10:00,23832.7,23838.25,23828.1,23828.8,0,23816.66,23791.42,32.16,21.3
2024-06-26 12:15:00,23830.15,23847.15,23827.2,23843.05,0,23821.94,23796.11,33.81,21.23
