Datetime,Open,High,Low,Close,Volume,EMA9,EMA21,ADX,ATR
2024-08-19 09:15:00,50683.55,50728.25,50597.5,50646.15,0,,,0.0,0.0
2024-08-19 09:20:00,50632.7,50670.15,50595.6,50617.9,0,,,0.0,0.0
2024-08-19 09:25:00,50618.65,50637.3,50556.65,50562.7,0,,,0.0,0.0
2024-08-19 09:30:00,50567.85,50673.9,50563.45,50627.1,0,,,0.0,0.0
2024-08-19 09:35:00,50628.3,50646.9,50563.1,50589.7,0,,,0.0,0.0
2024-08-19 09:40:00,50590.55,50651.55,50587.95,50617.4,0,,,0.0,0.0
2024-08-19 09:45:00,50615.45,50660.15,50558.05,50577.55,0,,,0.0,0.0
2024-08-19 09:50:00,50576.95,50595.15,50453.65,50460.05,0,,,0.0,0.0
2024-08-19 09:55:00,50458.4,50485.75,50432.4,50479.2,0,50559.83,,0.0,0.0
2024-08-19 10:00:00,50478.65,50516.0,50451.15,50472.8,0,50542.42,,0.0,0.0
2024-08-19 10:05:00,50472.6,50502.45,50412.0,50443.85,0,50522.71,,0.0,0.0
2024-08-19 10:10:00,50440.3,50453.65,50386.1,50406.55,0,50499.48,,0.0,0.0
2024-08-19 10:15:00,50407.25,50446.0,50395.35,50414.05,0,50482.39,,0.0,0.0
2024-08-19 10:20:00,50413.4,50439.7,50376.25,50395.55,0,50465.02,,0.0,0.0
2024-08-19 10:25:00,50396.25,50413.1,50361.85,50408.45,0,50453.71,,0.0,0.0
2024-08-19 10:30:00,50408.7,50490.75,50408.7,50427.95,0,50448.56,,0.0,0.0
2024-08-19 10:35:00,50428.55,50483.4,50427.4,50469.1,0,50452.67,,0.0,0.0
2024-08-19 10:40:00,50471.7,50487.35,50452.05,50470.0,0,50456.13,,0.0,0.0
2024-08-19 10:45:00,50465.4,50474.8,50410.4,50424.25,0,50449.76,,0.0,0.0
2024-08-19 10:50:00,50424.9,50439.4,50410.15,50419.7,0,50443.74,,0.0,0.0
2024-08-19 10:55:00,50420.35,50448.35,50414.05,50432.7,0,50441.54,50485.19,0.0,72.92
2024-08-19 11:00:00,50436.0,50450.6,50379.6,50415.35,0,50436.3,50478.84,0.0,72.83
2024-08-19 11:05:00,50416.5,50436.4,50396.9,50405.85,0,50430.21,50472.2,0.0,71.24
2024-08-19 11:10:00,50406.55,50433.45,50398.7,50423.8,0,50428.93,50467.8,0.0,69.5
2024-08-19 11:15:00,50427.7,50532.5,50418.65,50498.95,0,50442.93,50470.63,0.0,71.61
2024-08-19 11:20:00,50498.45,50573.1,50496.5,50536.0,0,50461.55,50476.58,0.0,71.85
2024-08-19 11:25:00,50536.35,50559.1,50500.75,50558.2,0,50480.88,50484.0,0.0,71.21
2024-08-19 11:30:00,50555.55,50585.9,50534.15,50543.1,0,50493.32,50489.37,29.63,70.28
2024-08-19 11:35:00,50542.45,50580.8,50520.1,50533.15,0,50501.29,50493.35,28.19,69.82
2024-08-19 11:40:00,50532.6,50552.3,50522.5,50533.95,0,50507.82,50497.04,26.86,67.92
2024-08-19 11:45:00,50533.15,50548.55,50501.7,50521.05,0,50510.47,50499.22,25.12,66.92
2024-08-19 11:50:00,50519.4,50529.8,50500.9,50525.4,0,50513.45,50501.6,23.48,65.11
2024-08-19 11:55:00,50525.4,50549.8,50517.2,50543.95,0,50519.55,50505.45,22.43,63.56
2024-08-19 12:00:00,50547.5,50554.0,50452.85,50504.35,0,50516.51,50505.35,21.66,65.35
2024-08-19 12:05:00,50502.45,50507.45,50469.8,50482.45,0,50509.7,50503.27,20.94,64.03
2024-08-19 12:10:00,50476.4,50476.4,50407.05,50453.45,0,50498.45,50498.74,21.38,64.57
2024-08-19 12:15:00,50451.0,50467.25,50435.45,50453.0,0,50489.36,50494.58,21.79,63.01
2024-08-19 12:20:00,50452.65,50463.3,50340.65,50406.5,0,50472.79,50486.58,23.39,65.85
2024-08-19 12:25:00,50406.5,50412.45,50370.15,50370.7,0,50452.37,50476.04,24.88,64.73
2024-08-19 12:30:00,50373.35,50398.35,50350.1,50375.2,0,50436.94,50466.87,26.48,63.94
2024-08-19 12:35:00,50373.1,50410.8,50363.55,50405.1,0,50430.57,50461.26,27.59,63.15
2024-08-19 12:40:00,50405.1,50427.4,50384.7,50392.9,0,50423.04,50455.04,28.14,62.17
2024-08-19 12:45:00,50391.8,50429.95,50385.9,50420.35,0,50422.5,50451.89,28.57,61.31
2024-08-19 12:50:00,50421.9,50444.15,50407.05,50435.5,0,50425.1,50450.4,28.54,60.16
2024-08-19 12:55:00,50435.5,50435.5,50383.25,50394.15,0,50418.91,50445.29,28.9,59.78
2024-08-19 13:00:00,50393.9,50429.6,50392.45,50412.65,0,50417.66,50442.32,29.23,58.7
2024-08-19 13:05:00,50414.3,50427.75,50380.3,50386.15,0,50411.36,50437.21,29.74,58.17
2024-08-19 13:10:00,50385.8,50410.9,50382.45,50408.75,0,50410.83,50434.63,30.22,56.75
2024-08-19 13:15:00,50408.7,50470.9,50406.3,50450.7,0,50418.81,50436.09,28.74,57.13
2024-08-19 13:20:00,50450.45,50456.45,50376.1,50393.85,0,50413.82,50432.25,28.0,58.23
