variant,set_name,symbol,date,direction,sweep_reference,entry_trigger,sweep_time,sweep_level,sweep_extreme,confirmation_time,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,outcome,pnl_per_share,r_multiple,risk_per_share,stop_pct,mfe_r,mae_r,minutes_held,bias_15m,bias_1h,fvg_time,fvg_size,order_block_low,order_block_high,failure_reason
previous_day__market_1m_mss__no_bank_filter,test,SBIN,2026-05-08,LONG,previous_day,market_1m_mss,2026-05-08 09:45:00,1086.1,1084.0,2026-05-08 10:10:00,2026-05-08 09:54:00,1088.6,1083.95,1097.8999999999996,2026-05-08 10:47:00,1088.6,breakeven,0.0,0.0,4.649999999999864,0.004271541429358684,1.1397849462366316,0.12903225806450036,53.0,-1,1,2026-05-08 09:54:00,0.10000000000013642,1088.0,1089.5,
previous_day__market_1m_mss__no_bank_filter,test,SBIN,2026-05-29,LONG,previous_day,market_1m_mss,2026-05-29 10:00:00,966.6,966.0,2026-05-29 10:05:00,2026-05-29 10:06:00,969.1,965.5500000000001,976.1999999999999,2026-05-29 10:45:00,965.5500000000001,stop,-3.5499999999999545,-1.0,3.5499999999999545,0.003663192652976942,0.47887323943660665,1.0985915492957823,39.0,-1,1,2026-05-29 10:06:00,1.0,965.6,966.6,"Partial follow-through, then reversal into stop"
previous_day__market_1m_mss__no_bank_filter,test,SBIN,2026-06-03,LONG,previous_day,market_1m_mss,2026-06-03 10:45:00,939.9,939.2,2026-06-03 11:15:00,2026-06-03 10:55:00,941.0,938.0,947.0,2026-06-03 12:03:00,938.0,stop,-3.0,-1.0,3.0,0.003188097768331562,0.2000000000000076,1.1166666666666742,68.0,-1,1,2026-06-03 10:55:00,1.0,938.05,940.0,SMC trap: sweep kept running with almost no follow-through
previous_day__market_1m_mss__no_bank_filter,test,SBIN,2026-06-09,SHORT,previous_day,market_1m_mss,2026-06-09 09:50:00,988.65,989.0,2026-06-09 10:00:00,2026-06-09 09:58:00,986.15,989.05,980.35,2026-06-09 10:21:00,989.05,stop,-2.8999999999999773,-1.0,2.8999999999999773,0.0029407290980073796,0.379310344827597,1.5000000000000195,23.0,1,-1,2026-06-09 09:58:00,0.6000000000000227,986.1,989.0,"Partial follow-through, then reversal into stop"
previous_day__market_1m_mss__no_bank_filter,test,SBIN,2026-06-11,LONG,previous_day,market_1m_mss,2026-06-11 09:35:00,999.5,999.0,2026-06-11 09:40:00,2026-06-11 09:38:00,1001.75,998.95,1007.3499999999999,2026-06-11 09:58:00,1001.75,breakeven,0.0,0.0,2.7999999999999545,0.0027951085600199195,1.3750000000000304,0.6071428571428833,20.0,-1,1,2026-06-11 09:38:00,0.3000000000000682,1000.0,1002.9,
previous_day__market_1m_mss__no_bank_filter,test,SBIN,2026-07-30,LONG,previous_day,market_1m_mss,2026-07-30 10:40:00,1012.0,1011.7,2026-07-30 10:45:00,2026-07-30 10:44:00,1013.3,1011.6500000000001,1016.5999999999997,2026-07-30 11:43:00,1016.5999999999997,target,3.299999999999727,2.0,1.6499999999998636,0.0016283430375997865,2.1212121212122965,0.0,59.0,1,-1,2026-07-30 10:44:00,0.5,1012.0,1013.6,
previous_day__market_1m_mss__bank_vwap,train,SBIN,2026-04-01,SHORT,previous_day,market_1m_mss,2026-04-01 09:50:00,1009.4,1009.9,2026-04-01 10:05:00,2026-04-01 10:07:00,1005.55,1009.9499999999999,996.75,2026-04-01 11:26:00,1005.55,breakeven,0.0,0.0,4.399999999999977,0.00437571478295458,1.6136363636363513,0.06818181818183404,79.0,1,-1,2026-04-01 10:07:00,0.5500000000000682,1006.55,1008.9,
previous_day__market_1m_mss__bank_vwap,test,SBIN,2026-04-28,LONG,previous_day,market_1m_mss,2026-04-28 09:30:00,1103.4,1099.35,2026-04-28 09:55:00,2026-04-28 09:32:00,1102.35,1099.3,1108.4499999999998,2026-04-28 09:43:00,1102.35,breakeven,0.0,0.0,3.0499999999999545,0.0027668163468952283,1.2786885245902129,0.27868852459013826,11.0,-1,1,2026-04-28 09:32:00,0.4500000000000455,1102.25,1104.3,
previous_day__market_1m_mss__bank_vwap,test,SBIN,2026-06-11,LONG,previous_day,market_1m_mss,2026-06-11 09:35:00,999.5,999.0,2026-06-11 09:40:00,2026-06-11 09:38:00,1001.75,998.95,1007.3499999999999,2026-06-11 09:58:00,1001.75,breakeven,0.0,0.0,2.7999999999999545,0.0027951085600199195,1.3750000000000304,0.6071428571428833,20.0,-1,1,2026-06-11 09:38:00,0.3000000000000682,1000.0,1002.9,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-08-26,SHORT,opening_15m,direct_5m_ob,2025-08-26 10:10:00,815.5,815.85,2025-08-26 10:30:00,2025-08-26 10:37:00,813.85,815.9,809.7500000000001,2025-08-26 14:57:00,809.7500000000001,target,4.099999999999909,2.0,2.0499999999999545,0.0025188916876573747,2.0000000000000555,0.5121951219512086,260.0,-1,-1,2025-08-26 10:32:00,0.14999999999997726,813.7,814.0,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-09-08,SHORT,opening_15m,direct_5m_ob,2025-09-08 09:55:00,811.2,811.4,2025-09-08 10:20:00,2025-09-08 10:41:00,810.8,811.4499999999999,809.5,2025-09-08 10:48:00,809.5,target,1.2999999999999545,2.0,0.6499999999999773,0.0008016773556980479,2.0769230769230096,0.5384615384615923,7.0,1,-1,2025-09-08 10:20:00,0.049999999999954525,810.45,811.15,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-09-25,SHORT,opening_15m,direct_5m_ob,2025-09-25 10:10:00,867.85,868.4,2025-09-25 10:35:00,2025-09-25 11:11:00,869.35,869.8,868.4500000000002,2025-09-25 11:12:00,869.35,breakeven,0.0,0.0,0.4499999999999318,0.0005176281129578786,1.2222222222225592,0.3333333333333333,1.0,-1,-1,2025-09-25 10:37:00,0.25,868.95,869.75,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-10-07,LONG,opening_15m,direct_5m_ob,2025-10-07 09:30:00,870.0,868.7,2025-10-07 09:45:00,2025-10-07 09:53:00,871.4749999999999,868.6500000000001,877.1249999999995,2025-10-07 10:18:00,868.6500000000001,stop,-2.824999999999818,-1.0,2.824999999999818,0.003241630568862926,0.06194690265489539,1.1238938053097909,25.0,1,1,2025-10-07 09:48:00,0.10000000000002274,871.15,871.8,SMC trap: sweep kept running with almost no follow-through
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-11-04,LONG,opening_15m,direct_5m_ob,2025-11-04 10:20:00,944.5,944.0,2025-11-04 10:25:00,2025-11-04 10:43:00,944.775,943.95,946.4249999999998,2025-11-04 10:55:00,946.4249999999998,target,1.6499999999998636,2.0,0.8249999999999318,0.0008732237834404295,2.0303030303032807,0.8181818181818307,12.0,-1,1,2025-11-04 10:25:00,0.14999999999997726,944.0,945.55,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-11-06,LONG,opening_15m,direct_5m_ob,2025-11-06 10:05:00,961.4,961.1,2025-11-06 10:25:00,2025-11-06 11:10:00,960.625,959.5500000000001,962.7749999999999,2025-11-06 11:11:00,960.625,breakeven,0.0,0.0,1.0749999999999318,0.0011190631099543857,1.2790697674419416,0.11627906976744924,1.0,1,1,2025-11-06 10:28:00,0.25,959.6,961.65,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-11-21,LONG,opening_15m,direct_5m_ob,2025-11-21 10:00:00,977.35,976.6,2025-11-21 10:30:00,2025-11-21 10:41:00,973.6,973.1500000000001,974.4999999999999,2025-11-21 10:46:00,973.1500000000001,stop,-0.4499999999999318,-1.0,0.4499999999999318,0.00046220213640091594,0.8888888888889731,2.3333333333338384,5.0,-1,1,2025-11-21 10:30:00,0.25,973.2,974.0,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-12-02,LONG,opening_15m,direct_5m_ob,2025-12-02 10:30:00,975.55,975.0,2025-12-02 11:00:00,2025-12-02 11:14:00,975.6,974.95,976.9,2025-12-02 11:21:00,974.95,stop,-0.6499999999999773,-1.0,0.6499999999999773,0.0006662566625666023,0.615384615384602,1.0,7.0,1,-1,2025-12-02 11:01:00,0.4500000000000455,975.45,975.75,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2025-12-10,SHORT,opening_15m,direct_5m_ob,2025-12-10 10:10:00,961.45,961.8,2025-12-10 10:25:00,2025-12-10 10:33:00,960.4,961.8499999999999,957.5000000000001,2025-12-10 11:24:00,957.5000000000001,target,2.8999999999998636,2.0,1.4499999999999318,0.0015097875885047188,2.0000000000000786,0.20689655172419472,51.0,-1,1,2025-12-10 10:29:00,0.5499999999999545,960.15,960.65,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-01-01,SHORT,opening_15m,direct_5m_ob,2026-01-01 09:55:00,984.6,984.9,2026-01-01 10:10:00,2026-01-01 10:30:00,985.525,986.55,983.475,2026-01-01 10:36:00,985.525,breakeven,0.0,0.0,1.0249999999999773,0.0010400547931305418,1.8292682926829673,0.36585365853659346,6.0,-1,1,2026-01-01 10:10:00,0.7000000000000455,984.55,986.5,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-01-12,LONG,opening_15m,direct_5m_ob,2026-01-12 09:45:00,998.05,997.5,2026-01-12 10:15:00,2026-01-12 10:34:00,998.3,997.3000000000001,1000.2999999999997,2026-01-12 10:38:00,997.3000000000001,stop,-0.9999999999998863,-1.0,0.9999999999998863,0.0010017028949212525,0.7000000000001251,1.9500000000001534,4.0,-1,1,2026-01-12 10:18:00,0.14999999999997726,997.35,999.25,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-01-19,SHORT,opening_15m,direct_5m_ob,2026-01-19 10:35:00,1042.3,1043.4,2026-01-19 10:45:00,2026-01-19 11:22:00,1042.2,1043.45,1039.7,2026-01-19 11:42:00,1039.7,target,2.5,2.0,1.25,0.001199385914411821,2.239999999999964,0.23999999999996363,20.0,-1,1,2026-01-19 10:46:00,0.15000000000009095,1041.5,1042.9,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-01-20,LONG,opening_15m,direct_5m_ob,2026-01-20 10:35:00,1039.0,1038.1,2026-01-20 10:45:00,2026-01-20 11:13:00,1039.175,1038.05,1041.425,2026-01-20 11:32:00,1041.425,target,2.25,2.0,1.125,0.0010825895542136792,2.155555555555515,0.955555555555596,19.0,1,1,2026-01-20 10:47:00,0.599999999999909,1038.1,1040.25,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-01-27,SHORT,opening_15m,direct_5m_ob,2026-01-27 10:40:00,1038.55,1041.8,2026-01-27 10:50:00,2026-01-27 11:26:00,1039.025,1041.85,1033.3750000000005,2026-01-27 11:42:00,1041.85,stop,-2.824999999999818,-1.0,2.824999999999818,0.0027188951180191216,0.1681415929204131,1.053097345132779,16.0,1,-1,2026-01-27 10:52:00,0.650000000000091,1038.45,1039.6,SMC trap: sweep kept running with almost no follow-through
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-02-06,LONG,opening_15m,direct_5m_ob,2026-02-06 10:05:00,1067.2,1066.2,2026-02-06 10:20:00,2026-02-06 10:27:00,1065.85,1064.55,1068.4499999999998,2026-02-06 10:27:00,1064.55,stop,-1.2999999999999545,-1.0,1.2999999999999545,0.0012196838204249704,0.9615384615384952,1.576923076923097,0.0,-1,1,2026-02-06 10:22:00,0.5,1064.6,1067.1,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-02-25,LONG,opening_15m,direct_5m_ob,2026-02-25 10:00:00,1217.0,1215.6,2026-02-25 10:05:00,2026-02-25 10:43:00,1216.15,1214.95,1218.5500000000002,2026-02-25 10:44:00,1214.95,stop,-1.2000000000000455,-1.0,1.2000000000000455,0.0009867203881100566,0.2916666666665798,1.458333333333278,1.0,-1,1,2026-02-25 10:06:00,1.3999999999998636,1215.0,1217.3,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-03-11,LONG,opening_15m,direct_5m_ob,2026-03-11 10:40:00,1106.3,1105.9,2026-03-11 10:50:00,2026-03-11 11:20:00,1105.4,1104.45,1107.3000000000002,2026-03-11 11:20:00,1104.45,stop,-0.9500000000000455,-1.0,0.9500000000000455,0.0008594174054641265,0.526315789473659,1.3684210526317049,0.0,1,1,2026-03-11 10:52:00,0.20000000000004547,1104.5,1106.3,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-03-17,LONG,opening_15m,direct_5m_ob,2026-03-17 10:20:00,1056.7,1056.1,2026-03-17 10:45:00,2026-03-17 11:03:00,1052.95,1051.95,1054.95,2026-03-17 11:08:00,1052.95,breakeven,0.0,0.0,1.0,0.0009497127119046489,1.5499999999999545,1.75,5.0,1,1,2026-03-17 10:49:00,0.20000000000004547,1052.0,1053.9,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-03-18,LONG,opening_15m,direct_5m_ob,2026-03-18 10:15:00,1064.2,1063.1,2026-03-18 10:20:00,2026-03-18 10:50:00,1063.0,1061.95,1065.1,2026-03-18 10:54:00,1063.0,breakeven,0.0,0.0,1.0499999999999545,0.0009877704609595056,1.1428571428572356,0.6666666666667388,4.0,1,1,2026-03-18 10:20:00,0.7000000000000455,1062.0,1064.0,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-03-27,LONG,opening_15m,direct_5m_ob,2026-03-27 09:35:00,1040.1,1038.5,2026-03-27 10:00:00,2026-03-27 10:13:00,1040.4,1038.45,1044.3000000000002,2026-03-27 10:21:00,1044.3000000000002,target,3.900000000000091,2.0,1.9500000000000455,0.001874279123414115,2.1025641025640067,0.25641025641025045,8.0,-1,1,2026-03-27 10:00:00,0.40000000000009095,1039.5,1041.3,
opening_15m__direct_5m_ob__no_bank_filter,train,SBIN,2026-04-01,LONG,opening_15m,direct_5m_ob,2026-04-01 10:35:00,1002.45,1002.0,2026-04-01 11:05:00,2026-04-01 11:14:00,1000.425,999.6500000000001,1001.9749999999997,2026-04-01 11:14:00,999.6500000000001,stop,-0.7749999999998636,-1.0,0.7749999999998636,0.0007746707649247705,1.0000000000002933,1.0645161290323575,0.0,1,1,2026-04-01 11:09:00,0.4500000000000455,999.7,1001.15,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-04-24,LONG,opening_15m,direct_5m_ob,2026-04-24 09:45:00,1091.35,1090.05,2026-04-24 10:00:00,2026-04-24 10:28:00,1092.9,1090.0,1098.7000000000003,2026-04-24 12:25:00,1092.9,breakeven,0.0,0.0,2.900000000000091,0.0026534907127825883,1.8965517241378715,0.2758620689655713,117.0,1,-1,2026-04-24 10:01:00,0.849999999999909,1092.25,1093.55,
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-04-27,LONG,opening_15m,direct_5m_ob,2026-04-27 09:35:00,1108.2,1106.65,2026-04-27 09:45:00,2026-04-27 10:01:00,1109.225,1106.6000000000001,1114.4749999999995,2026-04-27 10:21:00,1106.6000000000001,stop,-2.6249999999997726,-1.0,2.6249999999997726,0.002366517162883791,0.5619047619048625,1.0000000000000866,20.0,1,1,2026-04-27 09:46:00,0.650000000000091,1108.25,1110.2,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-04-28,SHORT,opening_15m,direct_5m_ob,2026-04-28 09:40:00,1104.0,1104.95,2026-04-28 10:10:00,2026-04-28 10:47:00,1108.3000000000002,1108.5,1107.9000000000005,2026-04-28 10:47:00,1108.5,stop,-0.1999999999998181,-1.0,0.1999999999998181,0.0001804565550841993,4.750000000005684,3.0000000000022737,0.0,-1,1,2026-04-28 10:13:00,0.049999999999954525,1108.15,1108.45,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-05-07,LONG,opening_15m,direct_5m_ob,2026-05-07 10:10:00,1092.5,1092.2,2026-05-07 10:40:00,2026-05-07 10:52:00,1094.5,1092.15,1099.1999999999998,2026-05-07 11:08:00,1092.15,stop,-2.349999999999909,-1.0,2.349999999999909,0.002147099132023672,0.6382978723404502,1.0638297872340838,16.0,1,1,2026-05-07 10:42:00,1.0,1094.1,1094.9,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-05-08,SHORT,opening_15m,direct_5m_ob,2026-05-08 10:25:00,1093.4,1093.9,2026-05-08 10:45:00,2026-05-08 11:10:00,1092.25,1093.95,1088.85,2026-05-08 11:15:00,1093.95,stop,-1.7000000000000455,-1.0,1.7000000000000455,0.0015564202334630768,0.4411764705882235,1.6176470588234861,5.0,-1,1,2026-05-08 10:48:00,0.1999999999998181,1091.5,1093.0,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-05-20,SHORT,opening_15m,direct_5m_ob,2026-05-20 10:40:00,941.4,942.0,2026-05-20 10:45:00,2026-05-20 10:52:00,941.4000000000001,943.25,937.7000000000003,2026-05-20 10:56:00,943.25,stop,-1.849999999999909,-1.0,1.849999999999909,0.0019651582749096123,0.270270270270345,1.0270270270270039,4.0,-1,-1,2026-05-20 10:49:00,0.20000000000004547,939.6,943.2,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-05-21,LONG,opening_15m,direct_5m_ob,2026-05-21 11:05:00,954.3,953.8,2026-05-21 11:25:00,2026-05-21 11:37:00,952.25,951.1500000000001,954.4499999999998,2026-05-21 11:49:00,951.1500000000001,stop,-1.099999999999909,-1.0,1.099999999999909,0.0011551588343396261,0.6818181818182382,1.0454545454546111,12.0,1,1,2026-05-21 11:25:00,0.39999999999997726,951.2,953.3,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-05-29,LONG,opening_15m,direct_5m_ob,2026-05-29 10:05:00,967.8,967.3,2026-05-29 10:10:00,2026-05-29 10:45:00,966.1,965.5500000000001,967.1999999999999,2026-05-29 10:45:00,965.5500000000001,stop,-0.5499999999999545,-1.0,0.5499999999999545,0.0005692992443845922,0.36363636363626967,1.6363636363637304,0.0,-1,1,2026-05-29 10:10:00,0.2999999999999545,965.6,966.6,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-06-03,LONG,opening_15m,direct_5m_ob,2026-06-03 09:30:00,943.2,942.55,2026-06-03 09:55:00,2026-06-03 10:10:00,943.7,942.5,946.1000000000001,2026-06-03 10:27:00,943.7,breakeven,0.0,0.0,1.2000000000000455,0.0012715905478436426,1.2499999999999527,3.0833333333332544,17.0,-1,1,2026-06-03 09:59:00,0.75,943.3,944.1,
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-06-08,SHORT,opening_15m,direct_5m_ob,2026-06-08 10:05:00,982.7,983.35,2026-06-08 10:25:00,2026-06-08 10:33:00,981.575,983.4,977.9250000000002,2026-06-08 10:46:00,977.9250000000002,target,3.6499999999998636,2.0,1.8249999999999318,0.0018592568066626918,2.013698630137099,0.7808219178082234,13.0,1,-1,2026-06-08 10:28:00,0.049999999999954525,980.8,982.35,
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-06-11,SHORT,opening_15m,direct_5m_ob,2026-06-11 09:45:00,1004.55,1005.6,2026-06-11 09:55:00,2026-06-11 10:18:00,1004.7249999999999,1005.65,1002.8749999999998,2026-06-11 10:20:00,1005.65,stop,-0.9250000000000682,-1.0,0.9250000000000682,0.000920649929085141,0.8918918918917523,1.2702702702702504,2.0,-1,1,2026-06-11 09:55:00,0.599999999999909,1004.05,1005.4,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-06-12,LONG,opening_15m,direct_5m_ob,2026-06-12 10:20:00,1010.0,1006.0,2026-06-12 10:40:00,2026-06-12 11:03:00,1011.0,1005.95,1021.0999999999999,2026-06-12 12:42:00,1005.95,stop,-5.0499999999999545,-1.0,5.0499999999999545,0.004995054401582546,0.2871287128712987,1.1089108910891234,99.0,1,1,2026-06-12 10:41:00,0.25,1010.5,1011.5,Opening-range whipsaw after liquidity grab
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-06-15,LONG,opening_15m,direct_5m_ob,2026-06-15 10:25:00,1026.1,1025.4,2026-06-15 10:45:00,2026-06-15 11:05:00,1025.35,1024.2,1027.6499999999996,2026-06-15 11:06:00,1025.35,breakeven,0.0,0.0,1.1499999999998636,0.0011215682449893828,1.0434782608697286,0.1304347826085925,1.0,1,1,2026-06-15 10:46:00,0.7000000000000455,1024.25,1026.45,
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-06-22,LONG,opening_15m,direct_5m_ob,2026-06-22 10:25:00,1036.05,1035.25,2026-06-22 10:40:00,2026-06-22 10:47:00,1035.625,1035.2,1036.475,2026-06-22 10:47:00,1035.2,stop,-0.4249999999999545,-1.0,0.4249999999999545,0.0004103802051900587,1.94117647058855,1.470588235294275,0.0,1,1,2026-06-22 10:43:00,0.25,1035.25,1036.0,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-07-03,LONG,opening_15m,direct_5m_ob,2026-07-03 10:15:00,1048.0,1046.3,2026-07-03 10:35:00,2026-07-03 10:44:00,1049.9499999999998,1046.25,1057.3499999999995,2026-07-03 11:07:00,1046.25,stop,-3.699999999999818,-1.0,3.699999999999818,0.0035239773322537442,0.09459459459463612,1.2027027027027126,23.0,-1,1,2026-07-03 10:38:00,0.3999999999998636,1049.6,1050.3,SMC trap: sweep kept running with almost no follow-through
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-07-10,LONG,opening_15m,direct_5m_ob,2026-07-10 10:05:00,1027.5,1026.5,2026-07-10 10:20:00,2026-07-10 10:33:00,1027.4,1026.45,1029.3000000000002,2026-07-10 10:39:00,1026.45,stop,-0.9500000000000455,-1.0,0.9500000000000455,0.0009246642008955084,0.526315789473659,2.0,6.0,1,-1,2026-07-10 10:21:00,0.20000000000004547,1026.5,1028.3,Fast continuation through the swept level
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-07-23,SHORT,opening_15m,direct_5m_ob,2026-07-23 10:00:00,1022.0,1022.9,2026-07-23 10:30:00,2026-07-23 10:38:00,1021.75,1022.9499999999999,1019.3500000000001,2026-07-23 10:52:00,1019.3500000000001,target,2.3999999999998636,2.0,1.1999999999999318,0.0011744555908979025,2.0416666666668206,0.7083333333333925,14.0,-1,-1,2026-07-23 10:31:00,0.39999999999997726,1021.1,1022.4,
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-07-28,SHORT,opening_15m,direct_5m_ob,2026-07-28 10:45:00,1020.0,1020.3,2026-07-28 10:55:00,2026-07-28 11:00:00,1018.4,1020.3499999999999,1014.5000000000001,2026-07-28 13:14:00,1014.5000000000001,target,3.8999999999998636,2.0,1.9499999999999318,0.0019147682639433737,2.205128205128259,0.10256410256412947,134.0,-1,-1,2026-07-28 10:57:00,0.2999999999999545,1016.8,1020.0,
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-07-31,LONG,opening_15m,direct_5m_ob,2026-07-31 10:25:00,1027.8,1027.3,2026-07-31 10:35:00,2026-07-31 10:44:00,1027.25,1026.45,1028.85,2026-07-31 10:50:00,1027.25,breakeven,0.0,0.0,0.7999999999999545,0.0007787782915550786,1.0624999999999467,0.31250000000001776,6.0,1,1,2026-07-31 10:37:00,0.7999999999999545,1026.5,1028.0,
opening_15m__direct_5m_ob__no_bank_filter,test,SBIN,2026-08-12,SHORT,opening_15m,direct_5m_ob,2026-08-12 09:35:00,1081.8,1083.0,2026-08-12 09:55:00,2026-08-12 10:23:00,1081.45,1083.05,1078.2500000000002,2026-08-12 10:33:00,1081.45,breakeven,0.0,0.0,1.599999999999909,0.0014794951222894346,1.2812500000000444,0.3437499999999911,10.0,1,-1,2026-08-12 09:59:00,0.2999999999999545,1081.0,1081.9,
opening_15m__direct_5m_ob__bank_vwap,train,SBIN,2025-08-26,SHORT,opening_15m,direct_5m_ob,2025-08-26 10:10:00,815.5,815.85,2025-08-26 10:30:00,2025-08-26 10:37:00,813.85,815.9,809.7500000000001,2025-08-26 14:57:00,809.7500000000001,target,4.099999999999909,2.0,2.0499999999999545,0.0025188916876573747,2.0000000000000555,0.5121951219512086,260.0,-1,-1,2025-08-26 10:32:00,0.14999999999997726,813.7,814.0,
opening_15m__direct_5m_ob__bank_vwap,train,SBIN,2025-09-08,SHORT,opening_15m,direct_5m_ob,2025-09-08 09:55:00,811.2,811.4,2025-09-08 10:20:00,2025-09-08 10:41:00,810.8,811.4499999999999,809.5,2025-09-08 10:48:00,809.5,target,1.2999999999999545,2.0,0.6499999999999773,0.0008016773556980479,2.0769230769230096,0.5384615384615923,7.0,1,-1,2025-09-08 10:20:00,0.049999999999954525,810.45,811.15,
opening_15m__direct_5m_ob__bank_vwap,train,SBIN,2025-10-07,LONG,opening_15m,direct_5m_ob,2025-10-07 09:30:00,870.0,868.7,2025-10-07 09:45:00,2025-10-07 09:53:00,871.4749999999999,868.6500000000001,877.1249999999995,2025-10-07 10:18:00,868.6500000000001,stop,-2.824999999999818,-1.0,2.824999999999818,0.003241630568862926,0.06194690265489539,1.1238938053097909,25.0,1,1,2025-10-07 09:48:00,0.10000000000002274,871.15,871.8,SMC trap: sweep kept running with almost no follow-through
opening_15m__direct_5m_ob__bank_vwap,train,SBIN,2025-12-02,LONG,opening_15m,direct_5m_ob,2025-12-02 10:30:00,975.55,975.0,2025-12-02 11:00:00,2025-12-02 11:14:00,975.6,974.95,976.9,2025-12-02 11:21:00,974.95,stop,-0.6499999999999773,-1.0,0.6499999999999773,0.0006662566625666023,0.615384615384602,1.0,7.0,1,-1,2025-12-02 11:01:00,0.4500000000000455,975.45,975.75,Fast continuation through the swept level
opening_15m__direct_5m_ob__bank_vwap,train,SBIN,2026-01-19,SHORT,opening_15m,direct_5m_ob,2026-01-19 10:35:00,1042.3,1043.4,2026-01-19 10:45:00,2026-01-19 11:22:00,1042.2,1043.45,1039.7,2026-01-19 11:42:00,1039.7,target,2.5,2.0,1.25,0.001199385914411821,2.239999999999964,0.23999999999996363,20.0,-1,1,2026-01-19 10:46:00,0.15000000000009095,1041.5,1042.9,
opening_15m__direct_5m_ob__bank_vwap,train,SBIN,2026-01-27,SHORT,opening_15m,direct_5m_ob,2026-01-27 10:50:00,1038.55,1039.6,2026-01-27 10:55:00,2026-01-27 11:26:00,1039.025,1039.6499999999999,1037.7750000000005,2026-01-27 11:26:00,1039.6499999999999,stop,-0.6249999999997726,-1.0,0.6249999999997726,0.0006015254685881211,0.4400000000003056,2.680000000000902,0.0,1,-1,2026-01-27 10:55:00,0.34999999999990905,1038.45,1039.6,Fast continuation through the swept level
opening_15m__direct_5m_ob__bank_vwap,train,SBIN,2026-03-17,LONG,opening_15m,direct_5m_ob,2026-03-17 10:20:00,1056.7,1056.1,2026-03-17 10:45:00,2026-03-17 11:03:00,1052.95,1051.95,1054.95,2026-03-17 11:08:00,1052.95,breakeven,0.0,0.0,1.0,0.0009497127119046489,1.5499999999999545,1.75,5.0,1,1,2026-03-17 10:49:00,0.20000000000004547,1052.0,1053.9,
opening_15m__direct_5m_ob__bank_vwap,test,SBIN,2026-05-29,LONG,opening_15m,direct_5m_ob,2026-05-29 10:05:00,967.8,967.3,2026-05-29 10:10:00,2026-05-29 10:45:00,966.1,965.5500000000001,967.1999999999999,2026-05-29 10:45:00,965.5500000000001,stop,-0.5499999999999545,-1.0,0.5499999999999545,0.0005692992443845922,0.36363636363626967,1.6363636363637304,0.0,-1,1,2026-05-29 10:10:00,0.2999999999999545,965.6,966.6,Fast continuation through the swept level
