Strategy,Rule,Period,WaitDays,CoreFraction,Months,Contributed,FinalValue,GainPct,Units,WeightedAverageNAV,AverageDelayDays,SignalBuys,UnitLiftVsImmediatePct
WaitAll_20,DailyDrop_1.50,Development,20,0.0,104,1040000.0,2866354.732059157,175.6110319287651,52634.13031411594,19.75904216130047,16.23076923076923,27,-1.087738210717215
Core50_Dip50_20,DailyDrop_1.50,Development,20,0.5,104,1040000.0,2882115.3845360572,177.1264792823132,52923.53909769267,19.65099117956269,16.23076923076923,27,-0.5438691053587408
Core75_Dip25_20,DailyDrop_1.50,Development,20,0.75,104,1040000.0,2889995.7107745125,177.88420295908773,53068.24348948113,19.597407632422254,16.23076923076923,27,-0.27193455267933153
WaitAll_5,ThreeDayDrop_1.50,Development,5,0.0,104,1040000.0,2884599.3519260017,177.36532230057708,52969.15154818111,19.634069446138074,4.519230769230769,21,-0.4581522783372316
Core50_Dip50_5,ThreeDayDrop_1.50,Development,5,0.5,104,1040000.0,2891237.6944694836,178.00362446821958,53091.049714725326,19.5889892098243,4.519230769230769,21,-0.2290761391686158
Core75_Dip25_5,ThreeDayDrop_1.50,Development,5,0.75,104,1040000.0,2894556.865741224,178.32277555204078,53151.99879799743,19.566526631528735,4.519230769230769,21,-0.11453806958431345
WaitAll_10,ThreeDayDrop_1.50,Development,10,0.0,104,1040000.0,2878498.394382595,176.7786917675572,52857.121243352136,19.675683721250735,8.240384615384615,33,-0.6686843185446878
Core50_Dip50_10,ThreeDayDrop_1.50,Development,10,0.5,104,1040000.0,2888187.2156977793,177.71030920170955,53035.03456231083,19.609678933613303,8.240384615384615,33,-0.33434215927237165
Core75_Dip25_10,ThreeDayDrop_1.50,Development,10,0.75,104,1040000.0,2893031.6263553724,178.17611791878582,53123.99122179019,19.576842328319206,8.240384615384615,33,-0.16717107963618583
WaitAll_15,ThreeDayDrop_1.50,Development,15,0.0,104,1040000.0,2870428.719381563,176.00276147899643,52708.93988922791,19.730998236459392,11.39423076923077,43,-0.9471529244464927
Core50_Dip50_15,ThreeDayDrop_1.50,Development,15,0.5,104,1040000.0,2884152.3781972625,177.3223440574291,52960.94388524871,19.63711225112196,11.39423076923077,43,-0.47357646222329075
Core75_Dip25_15,ThreeDayDrop_1.50,Development,15,0.75,104,1040000.0,2891014.207605115,177.98213534664566,53086.94588325915,19.59050351638258,11.39423076923077,43,-0.23678823111160652
WaitAll_20,ThreeDayDrop_1.50,Development,20,0.0,104,1040000.0,2865654.9379300964,175.54374403174003,52621.2801755863,19.763867327623647,13.586538461538462,56,-1.1118867291535772
Core50_Dip50_20,ThreeDayDrop_1.50,Development,20,0.5,104,1040000.0,2881765.4874715284,177.09283533380082,52917.11402842788,19.653377155853512,13.586538461538462,56,-0.5559433645768719
Core75_Dip25_20,ThreeDayDrop_1.50,Development,20,0.75,104,1040000.0,2889820.7622422487,177.86738098483158,53065.03095484875,19.598594051229348,13.586538461538462,56,-0.2779716822883693
WaitAll_5,ThreeDayDrop_2.00,Development,5,0.0,104,1040000.0,2883700.2173084365,177.27886704888812,52952.64097183773,19.640191327815213,4.730769230769231,12,-0.4891796447973884
Core50_Dip50_5,ThreeDayDrop_2.00,Development,5,0.5,104,1040000.0,2890788.1271607005,177.96039684237505,53082.794426553635,19.592035634803736,4.730769230769231,12,-0.24458982239869975
Core75_Dip25_5,ThreeDayDrop_2.00,Development,5,0.75,104,1040000.0,2894332.0820868323,178.3011617391185,53147.871153911576,19.5680462344061,4.730769230769231,12,-0.12229491119937208
WaitAll_10,ThreeDayDrop_2.00,Development,10,0.0,104,1040000.0,2879095.8417398133,176.8361386288282,52868.092014591275,19.6716007778939,8.923076923076923,21,-0.6480675858208884
Core50_Dip50_10,ThreeDayDrop_2.00,Development,10,0.5,104,1040000.0,2888485.939376388,177.73903263234502,53040.51994793039,19.60765092463201,8.923076923076923,21,-0.32403379291047196
Core75_Dip25_10,ThreeDayDrop_2.00,Development,10,0.75,104,1040000.0,2893180.988194677,178.19047963410358,53126.73391459997,19.5758316645585,8.923076923076923,21,-0.16201689645523043
WaitAll_15,ThreeDayDrop_2.00,Development,15,0.0,104,1040000.0,2870334.748981018,175.9937258635594,52707.214335076285,19.731644199376465,12.673076923076923,28,-0.9503956580674155
Core50_Dip50_15,ThreeDayDrop_2.00,Development,15,0.5,104,1040000.0,2884105.3929969897,177.31782624971055,52960.08110817288,19.63743216094708,12.673076923076923,28,-0.47519782903376884
Core75_Dip25_15,ThreeDayDrop_2.00,Development,15,0.75,104,1040000.0,2890990.7150049782,177.97987644278638,53086.51449472123,19.590662711589673,12.673076923076923,28,-0.23759891451684556
WaitAll_20,ThreeDayDrop_2.00,Development,20,0.0,104,1040000.0,2864684.4036740214,175.45042343019435,52603.45850615466,19.770563182234852,15.471153846153847,42,-1.1453779566484412
Core50_Dip50_20,ThreeDayDrop_2.00,Development,20,0.5,104,1040000.0,2881280.2203434915,177.04617503302802,52908.20319371207,19.656687190685012,15.471153846153847,42,-0.5726889783242872
Core75_Dip25_20,ThreeDayDrop_2.00,Development,20,0.75,104,1040000.0,2889578.128678229,177.8440508344451,53060.575537490826,19.600239715929405,15.471153846153847,42,-0.28634448916210475
WaitAll_5,ThreeDayDrop_2.50,Development,5,0.0,104,1040000.0,2884543.7372343657,177.35997473407363,52968.13030998815,19.63444799568257,4.903846153846154,5,-0.46007143191473254
Core50_Dip50_5,ThreeDayDrop_2.50,Development,5,0.5,104,1040000.0,2891209.887123665,178.00095068496776,53090.53909562884,19.589177614616226,4.903846153846154,5,-0.23003571595737737
Core75_Dip25_5,ThreeDayDrop_2.50,Development,5,0.75,104,1040000.0,2894542.962068314,178.32143866041483,53151.743488449174,19.566620617553415,4.903846153846154,5,-0.11501785797872754
WaitAll_10,ThreeDayDrop_2.50,Development,10,0.0,104,1040000.0,2879904.7730016387,176.91392048092678,52882.946210052105,19.6660752574015,9.548076923076923,9,-0.6201529596776889
Core50_Dip50_10,ThreeDayDrop_2.50,Development,10,0.5,104,1040000.0,2888890.405007301,177.77792355839432,53047.9470456608,19.604905711145133,9.548076923076923,9,-0.3100764798388833
Core75_Dip25_10,ThreeDayDrop_2.50,Development,10,0.75,104,1040000.0,2893383.221010132,178.20992509712812,53130.44746346516,19.57446341318977,9.548076923076923,9,-0.1550382399194583
WaitAll_15,ThreeDayDrop_2.50,Development,15,0.0,104,1040000.0,2870732.8273891187,176.0320026335691,52714.52414588681,19.728908054292827,13.875,15,-0.936658755487163
Core50_Dip50_15,ThreeDayDrop_2.50,Development,15,0.5,104,1040000.0,2884304.4322010404,177.33696463471543,52963.73601357815,19.636077026994062,13.875,15,-0.46832937774363703
Core75_Dip25_15,ThreeDayDrop_2.50,Development,15,0.75,104,1040000.0,2891090.234607003,177.98944563528875,53088.341947423854,19.589988344898135,13.875,15,-0.2341646888718074
WaitAll_20,ThreeDayDrop_2.50,Development,20,0.0,104,1040000.0,2863167.20915309,175.3045393416433,52575.59865572045,19.781039618972432,17.240384615384617,24,-1.1977333542414703
Core50_Dip50_20,ThreeDayDrop_2.50,Development,20,0.5,104,1040000.0,2880521.623083025,176.97323298875241,52894.27326849496,19.66186386040108,17.240384615384617,24,-0.5988666771208129
Core75_Dip25_20,ThreeDayDrop_2.50,Development,20,0.75,104,1040000.0,2889198.8300479962,177.80757981230732,53053.61057488227,19.60281286665866,17.240384615384617,24,-0.29943333856037313
WaitAll_5,FiveDayDrop_2.00,Development,5,0.0,104,1040000.0,2884911.8363134894,177.39536887629703,52974.889618137415,19.631942746775017,4.653846153846154,17,-0.44736905698833374
Core50_Dip50_5,FiveDayDrop_2.00,Development,5,0.5,104,1040000.0,2891393.9366632267,178.0186477560795,53093.91874970347,19.587930680023657,4.653846153846154,17,-0.22368452849418352
Core75_Dip25_5,FiveDayDrop_2.00,Development,5,0.75,104,1040000.0,2894634.9868380954,178.3302871959707,53153.433315486494,19.565998565458447,4.653846153846154,17,-0.11184226424711952
WaitAll_10,FiveDayDrop_2.00,Development,10,0.0,104,1040000.0,2878114.775492315,176.74180533579954,52850.07694892615,19.678306258759978,8.625,25,-0.6819222516163626
Core50_Dip50_10,FiveDayDrop_2.00,Development,10,0.5,104,1040000.0,2887995.4062526394,177.6918659858307,53031.51241509783,19.61098133237318,8.625,25,-0.3409611258082146
Core75_Dip25_10,FiveDayDrop_2.00,Development,10,0.75,104,1040000.0,2892935.721632802,178.16689631084634,53122.230148183684,19.57749132705715,8.625,25,-0.1704805629041184
WaitAll_15,FiveDayDrop_2.00,Development,15,0.0,104,1040000.0,2867395.492968521,175.71110509312703,52653.24153741172,19.75187034327314,12.288461538461538,32,-1.0518235995995995
Core50_Dip50_15,FiveDayDrop_2.00,Development,15,0.5,104,1040000.0,2882635.764990743,177.1765158644945,52933.09470934062,19.64744373459957,12.288461538461538,32,-0.5259117997998164
Core75_Dip25_15,FiveDayDrop_2.00,Development,15,0.75,104,1040000.0,2890255.901001855,177.90922125017835,53073.0212953051,19.595643410110508,12.288461538461538,32,-0.2629558998998749
WaitAll_20,FiveDayDrop_2.00,Development,20,0.0,104,1040000.0,2861965.2518416783,175.18896652323826,52553.52742460126,19.789347184964736,14.990384615384615,42,-1.2392105360139127
Core50_Dip50_20,FiveDayDrop_2.00,Development,20,0.5,104,1040000.0,2879920.6444273205,176.91544657955004,52883.23765293538,19.665966876411034,14.990384615384615,42,-0.6196052680070063
Core75_Dip25_20,FiveDayDrop_2.00,Development,20,0.75,104,1040000.0,2888898.3407201436,177.7786866077061,53048.092767102484,19.604851857086008,14.990384615384615,42,-0.3098026340034643
WaitAll_5,FiveDayDrop_2.50,Development,5,0.0,104,1040000.0,2883781.777994793,177.28670942257625,52954.138649618566,19.639635853230732,4.788461538461538,10,-0.4863651459949936
Core50_Dip50_5,FiveDayDrop_2.50,Development,5,0.5,104,1040000.0,2890828.9075038787,177.9643180292191,53083.54326544405,19.591759253889364,4.788461538461538,10,-0.24318257299750234
Core75_Dip25_5,FiveDayDrop_2.50,Development,5,0.75,104,1040000.0,2894352.4722584207,178.30312233254045,53148.24557335678,19.567908381181866,4.788461538461538,10,-0.12159128649879003
WaitAll_10,FiveDayDrop_2.50,Development,10,0.0,104,1040000.0,2877543.6752579627,176.68689185172718,52839.58998308723,19.682211772136778,9.23076923076923,14,-0.7016297969722807
Core50_Dip50_10,FiveDayDrop_2.50,Development,10,0.5,104,1040000.0,2887709.856135463,177.6644092437945,53026.26893217837,19.61292055698243,9.23076923076923,14,-0.35081489848617364
Core75_Dip25_10,FiveDayDrop_2.50,Development,10,0.75,104,1040000.0,2892792.9465742134,178.15316793982822,53119.60840672394,19.578457582687218,9.23076923076923,14,-0.17540744924311458
