Strategy,Rule,WaitDays,CoreFraction,Period_Dev,Months_Dev,Contributed_Dev,FinalValue_Dev,GainPct_Dev,Units_Dev,WeightedAverageNAV_Dev,AverageDelayDays_Dev,SignalBuys_Dev,UnitLiftVsImmediatePct_Dev,Period_Val,Months_Val,Contributed_Val,FinalValue_Val,GainPct_Val,Units_Val,WeightedAverageNAV_Val,AverageDelayDays_Val,SignalBuys_Val,UnitLiftVsImmediatePct_Val,Pass,Score
Core75_Dip25_10,SixtyDayDD_5,10,0.75,Development,104,1040000.0,2894590.119587284,178.32597303723884,53152.60942976864,19.56630184589842,8.326923076923077,24,-0.11339054478908261,Validation,32,320000.0,465652.36948952544,45.5163654654767,5451.844174986453,58.69573482459174,8.46875,7,-0.242218061480437,False,-0.3556086062695196
Core75_Dip25_10,RSI_30,10,0.75,Development,104,1040000.0,2892564.1220326032,178.13116558005802,53115.40656087163,19.580006392460408,9.548076923076923,9,-0.18330373392497767,Validation,32,320000.0,465964.71818023094,45.613974431322156,5455.501144222654,58.656389493910794,9.875,1,-0.17530288050469078,False,-0.35860661442966846
Core75_Dip25_20,SixtyDayDD_4,20,0.75,Development,104,1040000.0,2892043.6731728334,178.08112242046477,53105.849693118806,19.583529987935737,13.98076923076923,39,-0.20126340000877763,Validation,32,320000.0,466045.21834979753,45.63913073431174,5456.443637827955,58.64625775322446,13.65625,14,-0.15805714336725174,False,-0.35932054337602937
Core75_Dip25_20,DailyDrop_1.00,20,0.75,Development,104,1040000.0,2891695.124229738,178.04760809901325,53099.44937905909,19.585890478369937,13.067307692307692,61,-0.2132911382088709,Validation,32,320000.0,466085.77348869795,45.65180421521811,5456.91845619519,58.641154814528505,11.0,23,-0.14936892235090093,False,-0.36266006055977185
Core75_Dip25_15,FiveDayDrop_2.00,15,0.75,Development,104,1040000.0,2890255.901001855,177.90922125017835,53073.0212953051,19.595643410110508,12.288461538461538,32,-0.2629558998998749,Validation,32,320000.0,466314.89632089424,45.72340510027946,5459.601019540535,58.612341607872715,12.03125,15,-0.10028340914620681,False,-0.3632393090460817
Core50_Dip50_5,Daily1_DD2,5,0.5,Development,104,1040000.0,2893071.5719425217,178.17995884062708,53124.72473227163,19.57657202444255,4.653846153846154,16,-0.16579263602303218,Validation,32,320000.0,465814.19285878324,45.56693526836977,5453.738798209421,58.67534398696594,4.625,6,-0.20755026756226203,False,-0.3733429035852942
Core50_Dip50_5,DailyDrop_1.25,5,0.5,Development,104,1040000.0,2892842.634859666,178.1579456595833,53120.52081985354,19.57812129754769,4.730769230769231,12,-0.1736928042818331,Validation,32,320000.0,465847.9768431838,45.577492763494945,5454.13434009996,58.6710887642227,4.59375,6,-0.2003126466036398,False,-0.3740054508854729
Core75_Dip25_20,ThreeDayDrop_1.50,20,0.75,Development,104,1040000.0,2889820.7622422487,177.86738098483158,53065.03095484875,19.598594051229348,13.586538461538462,56,-0.2779716822883693,Validation,32,320000.0,466321.7949391593,45.725560918487275,5459.681788359225,58.611474515288236,11.25,23,-0.0988055022318357,False,-0.37677718452020503
Core50_Dip50_5,DailyDrop_0.75,5,0.5,Development,104,1040000.0,2893423.5778712262,178.213805564541,53131.18852606363,19.574190392707393,4.346153846153846,32,-0.1536456040517331,Validation,32,320000.0,465739.68763582787,45.5436523861962,5452.866493261804,58.68473038821494,4.3125,13,-0.223511693449574,False,-0.3771572975013071
Core75_Dip25_20,ThreeDayDrop_2.00,20,0.75,Development,104,1040000.0,2889578.128678229,177.8440508344451,53060.575537490826,19.600239715929405,15.471153846153847,42,-0.28634448916210475,Validation,32,320000.0,466356.84138532466,45.73651293291397,5460.092111114782,58.60706989697027,14.09375,17,-0.09129742117532924,False,-0.377641910337434
Core75_Dip25_20,DailyDrop_0.75,20,0.75,Development,104,1040000.0,2891185.857732113,177.99864016654934,53090.09785012905,19.589340425325133,10.807692307692308,76,-0.23086492297814676,Validation,32,320000.0,466090.839265889,45.653387270590315,5456.977766164773,58.64051746446819,8.34375,28,-0.1482836692103917,False,-0.37914859218853847
Core75_Dip25_15,Drop5_2_RSI35,15,0.75,Development,104,1040000.0,2888894.0329204537,177.77827239619745,53048.01366409136,19.604881091032908,14.009615384615385,11,-0.30995128769447655,Validation,32,320000.0,466454.33724479115,45.766980388997226,5461.233589754954,58.59482015204525,14.125,3,-0.07041065816104641,False,-0.38036194585552296
Core50_Dip50_5,SixtyDayDD_4,5,0.5,Development,104,1040000.0,2893835.435836768,178.25340729199692,53138.75136732218,19.57140454451007,4.076923076923077,26,-0.13943319605769222,Validation,32,320000.0,465657.9204118062,45.51810012868944,5451.909165020404,58.695035136155354,4.21875,9,-0.24102887458754552,False,-0.38046207064523774
