variant,filter,train_trades,train_win_rate,train_pf,train_exp,train_dd,train_dur,test_trades,test_win_rate,test_pf,test_exp,test_dd,test_dur
ema_structure_break|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=0|macro=not_both_against|band=1.2,macro_alignment=aligned_1d_1w & or_size=small_or,15,66.66666666666666,2.811764705882392,0.6039215686274607,-3.0000000000000107,46.86666666666667,0,0.0,0.0,0.0,0.0,0.0
breakout_retest|or15|end=10:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,direction=LONG & signal_bucket=10:00-10:30,24,58.333333333333336,2.8000000000000664,0.7500000000000121,-4.999999999999866,44.125,3,33.33333333333333,0.9999999999999885,-7.771561172376096e-15,-2.000000000000023,32.333333333333336
breakout_retest|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,direction=LONG & signal_bucket=10:00-10:30,24,58.333333333333336,2.8000000000000664,0.7500000000000121,-4.999999999999866,44.125,3,33.33333333333333,0.9999999999999885,-7.771561172376096e-15,-2.000000000000023,32.333333333333336
breakout_close|or15|end=10:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,signal_bucket=10:00-10:30 & or_size=small_or,20,65.0,2.785714285714351,0.6250000000000129,-1.9999999999999556,42.9,1,0.0,0.0,-0.999999999999976,0.0,14.0
breakout_close|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,signal_bucket=10:00-10:30 & or_size=small_or,20,65.0,2.785714285714351,0.6250000000000129,-1.9999999999999556,42.9,1,0.0,0.0,-0.999999999999976,0.0,14.0
ema_structure_break|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,macro_alignment=aligned_1d_1w & or_size=small_or,15,60.0,2.759803921568654,0.7039215686274579,-3.0000000000000107,55.4,0,0.0,0.0,0.0,0.0,0.0
ema_structure_break|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=0|ema=0|macro=not_both_against|band=1.2,macro_alignment=aligned_1d_1w & or_size=small_or,15,60.0,2.759803921568654,0.7039215686274579,-3.0000000000000107,55.4,0,0.0,0.0,0.0,0.0,0.0
ema_structure_break|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=0|macro=none|band=1.2,macro_alignment=aligned_1d_1w & or_size=small_or,15,60.0,2.759803921568654,0.7039215686274579,-3.0000000000000107,55.4,0,0.0,0.0,0.0,0.0,0.0
ema_structure_break|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=0|macro=not_both_against|band=1.2,macro_alignment=aligned_1d_1w & or_size=small_or,15,60.0,2.759803921568654,0.7039215686274579,-3.0000000000000107,55.4,0,0.0,0.0,0.0,0.0,0.0
breakout_retest|or30|end=10:30|rr=1.5|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,direction=LONG & or_size=small_or,17,64.70588235294117,2.750000000000072,0.6176470588235426,-2.999999999999961,20.176470588235293,0,0.0,0.0,0.0,0.0,0.0
