macro_alignment,trend_setup_trades,win_rate_pct,profit_factor,expectancy_r
aligned_1d_1w,77,42.857142857142854,1.0353273092939188,0.019491174731460396
mixed_or_neutral,84,42.857142857142854,1.076819224058202,0.043896699461829176
opposed_1d_1w,62,40.32258064516129,1.0377711293941796,0.022013949433311926
