Bucket,one_min_bars,avg_1m_tr_bps,median_1m_tr_bps,avg_1m_volume,total_volume,avg_5m_tr_bps,median_5m_tr_bps,avg_5m_volume,velocity_score,personality
09:15-10:00,11115,12.742834789281678,9.511128019783145,42974.02654071075,477656305,31.558829868348102,22.812449079356213,214870.13270355377,0.9571428571428571,high-velocity
10:00-11:00,14820,7.894856195067416,6.814536230276968,27777.602766531712,411664073,18.224686427765402,15.926789370502377,138888.01383265856,0.6714285714285715,normal
11:00-12:00,14820,6.982442559755014,6.096102714774842,24754.153643724698,366856557,15.714619831955373,13.634986575343,123770.76821862349,0.3571428571428571,normal
12:00-13:00,14820,6.938943574810621,5.787219755434387,24026.218960863698,356068565,15.37635817565105,12.97475677235525,120131.09480431849,0.1714285714285714,dead/noisy
13:00-14:00,14835,7.004747806399274,6.061273969584176,24257.70839231547,359863104,15.340240230991496,13.041890552454483,121288.54196157736,0.32857142857142857,dead/noisy
14:00-15:00,14866,7.604708538782496,6.396703660624802,33425.18989640791,496898873,16.644529882583953,14.091085857179179,167080.99293880296,0.6142857142857143,normal
15:00-15:30,7410,8.46677549986404,7.250176487183804,78837.31012145749,584184468,18.40603300527681,15.235381466653942,394186.55060728744,0.8999999999999999,high-velocity
