trades,win_rate,profit_factor,expectancy_r,max_drawdown_r,avg_trade_duration_min,avg_r,gross_profit_r,gross_loss_r,variant,set_name,setup,boundary,rr
40,37.5,1.0836603028308198,0.05228768926926188,-7.999999999999942,58.275,0.05228768926926188,27.091507570770247,24.999999999999773,breakout_retest|or15|end=10:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_retest,or15,2.0
10,20.0,0.5000000000000022,-0.399999999999996,-4.999999999999942,47.9,-0.399999999999996,3.999999999999996,7.999999999999957,breakout_retest|or15|end=10:30|rr=2.0|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_retest,or15,2.0
142,40.140845070422536,0.9948096885813285,-0.003106876553430222,-21.499999999999684,37.66901408450704,-0.003106876553430222,84.55882352941202,84.9999999999991,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,train,breakout_retest,or15,1.5
44,40.909090909090914,1.0384615384615425,0.022727272727274962,-8.999999999999861,51.97727272727273,0.022727272727274962,26.99999999999993,25.99999999999983,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,test,breakout_retest,or15,1.5
79,35.44303797468354,0.8050749711649487,-0.12583767684287994,-22.441176470587806,39.54430379746835,-0.12583767684287994,41.05882352941191,50.99999999999941,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_retest,or15,1.5
26,38.46153846153847,0.9375000000000006,-0.03846153846153813,-6.999999999999939,38.34615384615385,-0.03846153846153813,14.99999999999995,15.999999999999938,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_retest,or15,1.5
95,41.05263157894737,1.0099425484479678,0.005860870664065205,-15.943217286914276,44.526315789473685,0.005860870664065205,56.556782713085525,55.99999999999933,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,train,breakout_retest,or15,1.5
36,38.88888888888889,0.9545454545454585,-0.027777777777775205,-9.9999999999999,52.583333333333336,-0.027777777777775205,20.99999999999994,21.999999999999847,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,test,breakout_retest,or15,1.5
51,37.254901960784316,0.8423994597839279,-0.09888661346890681,-14.543217286914505,48.98039215686274,-0.09888661346890681,26.95678271308538,31.999999999999627,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_retest,or15,1.5
18,27.77777777777778,0.5769230769230772,-0.30555555555555397,-7.49999999999994,48.5,-0.30555555555555397,7.499999999999972,12.999999999999943,breakout_retest|or15|end=11:30|rr=1.5|atr=1.0|vol=1.2|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_retest,or15,1.5
142,33.80281690140845,0.986727360813933,-0.008786113264016146,-18.441176470587635,53.485915492957744,-0.008786113264016146,92.75237191650868,93.99999999999896,breakout_retest|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,train,breakout_retest,or15,2.0
44,31.818181818181817,0.9333333333333376,-0.04545454545454226,-10.99999999999984,60.18181818181818,-0.04545454545454226,27.999999999999925,29.999999999999783,breakout_retest|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=0|ema=0|macro=none|band=1.2,test,breakout_retest,or15,2.0
79,30.37974683544304,0.8136794893910761,-0.12971681118342657,-22.441176470587763,52.53164556962025,-0.12971681118342657,44.752371916508636,54.999999999999325,breakout_retest|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,train,breakout_retest,or15,2.0
26,30.76923076923077,0.8888888888888912,-0.07692307692307503,-8.999999999999918,49.23076923076923,-0.07692307692307503,15.999999999999964,17.999999999999915,breakout_retest|or15|end=11:30|rr=2.0|atr=1.0|vol=0.8|vwap=1|ema=1|macro=not_both_against|band=1.2,test,breakout_retest,or15,2.0
95,36.84210526315789,1.0791721850030487,0.05000348526508271,-16.24966889981747,58.09473684210526,0.05000348526508271,64.75033110018217,59.999999999999304,breakout_retest|or15|end=11:30|rr=2.0|atr=1.0|vol=1.2|vwap=0|ema=0|macro=none|band=1.2,train,breakout_retest,or15,2.0
