Year,Trades,WinRate,ProfitFactor,Expectancy,MaxDrawdown
2024,71,0.4507042253521127,0.88054773363023,-0.00022158445426324988,-0.02867850823138185
2025,126,0.30952380952380953,0.4506017320966483,-0.0013129231158263528,-0.1705727660871179
2026,85,0.32941176470588235,0.5254428758483642,-0.0011451277248879204,-0.09432403666571265
