Rule,Sample,Trades,WinRate,ProfitFactor,Expectancy,MaxDrawdown
CG_frozen_opening_drive,Discovery,55,0.38181818181818183,0.6213177926708473,-0.0014575828566048984,-0.08210247469066412
CG_frozen_opening_drive,Holdout,51,0.6078431372549019,1.3684699814601355,0.0009250461293439415,-0.04066978253089759
CG_frozen_liquidity_sweep,Discovery,57,0.42105263157894735,0.4661508831283947,-0.0010494932120709418,-0.06159214344877373
CG_frozen_liquidity_sweep,Holdout,65,0.5076923076923077,0.6717080655704668,-0.0006415026743120914,-0.045227152506114865
CG_frozen_ORB,Discovery,116,0.3706896551724138,0.6843929251565646,-0.0010770487388822442,-0.1348761302720224
CG_frozen_ORB,Holdout,117,0.46153846153846156,0.7633330914466577,-0.0007697885277314753,-0.12847640809335492
