preclose_strength,Days,MedianTo1430,MedianFinalHour,MedianFinal30,MedianNextGap,FinalHourContinueRate
strong_down,88,-0.011942299326285433,0.0,0.00023925051051032487,-0.001548059032289606,0.4772727272727273
moderate_down,83,-0.005898660283575441,0.0002682223563335029,0.0002736726874659201,-0.0021810250817884125,0.4819277108433735
flat,152,-4.865271675053018e-05,-0.00031400232468409284,-0.000369501755304813,5.133997330319939e-05,0.4342105263157895
moderate_up,87,0.006051282051282136,-0.0012200908289838885,-0.0001544958286125997,-0.0005582575205836382,0.3333333333333333
strong_up,98,0.013220964343926167,-0.0007530594704102667,-0.0002808619543877011,0.0019032387843787024,0.41836734693877553
