opening_strength,Days,MedianFirst15,MedianRestOfDay,ContinueRate,MedianClosePosition
strong_down,63,-0.00796298289034758,-9.72136147666669e-05,0.5079365079365079,0.3614457831325288
moderate_down,78,-0.0037446711569066315,-0.0015069289295630561,0.6025641025641025,0.3254541701073524
flat,195,0.00013164823591371722,0.0,0.47692307692307695,0.4585034013605434
moderate_up,110,0.004106582134168368,-0.0006561004348589194,0.44545454545454544,0.5358377659574469
strong_up,62,0.008658454855115405,-5.06459604314724e-05,0.5,0.6640503343609705
