Date,Open,High,Low,Close,Volume,Bars,r5,r15,r30,r60,r_after15,r_mid,r_to1430,r_close60,r_close30,r_close15,opening15_volume_share,opening15_volume,opening30_volume_share,closing60_volume_share,closing30_volume_share,closing15_volume_share,opening15_close_position,day_close_position,position_1430,vwap_0929,vwap_1429,vwap_close,opening_range_pct,opening_range_share,or_high,or_low,break_type,first_high_break,first_low_break,close_above_or,close_below_or,PrevClose,gap,daily_return,atr20_pct,r15_atr,r_to1430_atr,ema20,ema50,trend_regime,prior_trend_regime,next_gap,opening15_rvol20,nifty_gap,nifty_r15,nifty_r_to1430,nifty_r_close60,nifty_daily_return,r15_relative_nifty,close60_relative_nifty
2021-06-03,85.95,87.2,84.8,85.3,1363276.0,375,0.012798138452588592,0.0075625363583478045,0.002908667830133771,-0.0011634671320536194,-0.01501154734411081,-0.005241700640652214,-0.006399069226294296,-0.0011709601873537423,0.0011737089201877549,0.0011737089201877549,0.1600959746962464,218255,0.23170143096482296,0.22429867466309097,0.1395887553217397,0.07155704347468891,0.5199999999999931,0.20833333333333284,0.25000000000000294,86.76298137499715,85.8726638896638,85.7303381217988,0.014543339150669077,0.5208333333333321,87.2,85.95,low_only,,10:10,False,True,,,,,,,85.3,85.3,mixed,,0.01230949589683461,,,,,,,,
2021-06-04,86.35,86.35,84.2,84.65,1642568.0,375,-0.0028951939779965352,-0.0017371163867978545,-0.0052113491603935636,-0.008106543138390099,-0.01798143851508116,-0.014010507880910739,-0.02200347423277349,0.002368265245707546,0.002368265245707546,0.0017751479289942473,0.0655662353095884,107697,0.11421992879442434,0.2958580710204996,0.23770644502997745,0.19531794117503812,0.8421052631579018,0.2093023255813975,0.11627906976744232,86.07727002609172,85.20358912307123,85.00371085600922,0.011124121779859442,0.4418604651162755,86.35,85.4,low_only,,11:30,False,True,85.3,0.01230949589683461,-0.007620164126611817,,,,85.23809523809523,85.27450980392156,downtrend,mixed,0.01594802126402839,,,,,,,,
2021-06-07,86.0,86.5,84.05,85.0,1924652.0,375,-0.012790697674418539,-0.008139534883720989,-0.006976744186046435,0.0005813953488371659,-0.003516998827666984,-0.013945380592678691,-0.013372093023255927,0.001767825574543469,0.0005885815185402432,0.0005885815185402432,0.13395304709630623,257813,0.18833430666946543,0.19591957403208476,0.11327190577829135,0.07203120356303373,0.6410256410256401,0.38775510204081703,0.32653061224489643,84.96852363276226,85.27251604391817,85.20902243626375,0.023200475907198204,0.795918367346939,86.0,84.05,high_only,10:05,,False,False,84.65,0.01594802126402839,0.0041346721795627595,,,,85.21541950113377,85.2637447135717,downtrend,downtrend,0.008235294117647118,,,,,,,,
2021-06-08,85.7,86.1,82.85,83.3,1844380.0,375,-0.010501750291715406,-0.00875145857642945,-0.011668611435239229,-0.017502917152858788,-0.01942319011183058,-0.01128266033254155,-0.028588098016336105,0.0006006006006005205,-0.0023952095808383866,0.002406738868832692,0.07230776737982411,133363,0.12753554039839946,0.2555530855897375,0.17453561630466607,0.09858217937735174,0.2812500000000028,0.13846153846153933,0.12307692307692483,85.00096291075236,84.0188890296954,83.81457516889148,0.01893491124260338,0.49230769230769056,86.1,84.5,low_only,,09:51,False,True,85.0,0.008235294117647118,-0.020000000000000018,,,,85.0329985962639,85.18673511696105,downtrend,downtrend,-0.0024009603841537164,,,,,,,,
2021-06-09,83.1,84.5,79.0,80.0,2281129.0,375,-0.013237063778579916,-0.013237063778579916,-0.026474127557159943,-0.019253910950661757,-0.024390243902439046,-0.012269938650306789,-0.03128760529482544,-0.006211180124223614,0.0037641154328731385,0.007556675062972307,0.08489436590390109,193655,0.16467810457014925,0.23089049326013567,0.12574519021063693,0.04778116450231443,0.4444444444444444,0.18181818181818182,0.1111111111111111,81.49868813095452,80.83891727721358,80.5726600220038,0.05624999999999991,0.8181818181818182,84.5,80.0,low_only,,14:40,False,False,83.3,-0.0024009603841537164,-0.03961584633853543,,,,84.55366539661972,84.98333373982533,downtrend,downtrend,-0.008750000000000036,,,,,,,,
2021-06-10,79.3,83.25,77.7,81.2,1528826.0,375,-0.003783102143757877,0.04981084489281207,0.04035308953341743,0.036569987389659664,-0.024624624624624558,-0.018248175182481785,0.017654476670870167,0.006195786864931829,0.0030883261272389717,0.0024691358024691024,0.1405379029399029,214858,0.23506533771665317,0.17136940371239107,0.1282193002997071,0.060316216495533176,1.0,0.630630630630631,0.5405405405405408,81.29569436558099,81.12636003300625,81.10084603043994,0.0714285714285714,1.0,83.25,77.7,neither,,,False,False,80.0,-0.008750000000000036,0.015000000000000124,,,,84.23426869217975,84.83496771081258,downtrend,downtrend,0.019704433497536922,,,,,,,,
2021-06-11,82.8,83.5,80.5,82.0,1632161.0,375,0.0024154589371980784,-0.0006038647342995196,-0.007850241545893644,0.0024154589371980784,-0.009063444108761365,-0.013253012048192736,-0.010869565217391242,0.0012210012210012167,0.0024449877750611915,0.003058103975535076,0.07138082578863238,116505,0.10101638257500332,0.11453894560646898,0.0690648777908552,0.060286944731555284,0.757575757575755,0.5,0.46666666666666856,82.59586255239401,81.94695257568367,81.94022262509644,0.02024539877300624,0.5500000000000019,83.15,81.5,high_then_low,10:13,10:45,False,False,81.2,0.019704433497536922,0.009852216748768461,,,,84.02148119768644,84.72379250646699,downtrend,downtrend,0.048170731707317005,,,,,,,,
2021-06-14,85.95,85.95,83.0,85.95,4378425.0,375,0.0,0.0,-0.00407213496218739,-0.006399069226294296,0.0,0.0064402810304449165,0.0,0.0,0.0,0.0,0.2172317671308747,951133,0.47785996105905665,0.004830960904891599,0.00245659112580437,0.0008863917961367387,0.0,1.0,1.0,85.94999999999997,85.71733534177599,85.7184593356438,0.0,3.3898305084745727e-13,85.95,85.95,low_only,,09:36,False,False,82.0,0.048170731707317005,0.048170731707317005,,,,84.20514965504964,84.77187907484084,mixed,downtrend,0.03548574752763223,,,,,,,,
2021-06-15,89.0,89.8,84.05,84.95,1971915.0,375,-0.01179775280898876,-0.016292134831460747,0.0,-0.008988764044943753,-0.02969731581953161,-0.036848072562358225,-0.04550561797752806,0.0,0.0005889281507656108,0.005325443786982298,0.19736702646919366,389191,0.30445429950073916,0.10168338898989054,0.07302393865861358,0.035699307525932915,0.0217391304347814,0.15652173913043577,0.15652173913043577,88.46434616936158,87.22950421435957,86.96801252420451,0.026285714285714246,0.3999999999999995,89.8,87.5,low_only,,11:06,False,True,85.95,0.03548574752763223,-0.011634671320535195,,,,84.27608778314016,84.7788642091608,mixed,mixed,0.005297233666862855,,,,,,,,
2021-06-16,85.4,85.4,80.9,81.5,1978634.0,375,-0.01873536299765821,-0.01932084309133497,-0.01756440281030447,-0.03337236533957855,-0.0268656716417911,-0.011508176862507602,-0.0444964871194381,-0.001225490196078316,-0.011522134627046765,0.006172839506172867,0.04471620319877249,88477,0.07143615241626294,0.21723926709032595,0.16214974573367283,0.06244762801003116,0.2499999999999984,0.13333333333333208,0.14606741573033508,84.08990792333978,81.96532506627189,81.85761400710457,0.02644230769230771,0.48888888888888954,85.4,83.2,low_only,,09:54,False,True,84.95,0.005297233666862855,-0.040612124779282,,,,84.01169847046013,84.65028129899764,downtrend,mixed,-0.052760736196318936,,,,,,,,
