break_type,Days,MedianDayReturn,MedianClosePosition,CloseAboveOR,CloseBelowOR
low_only,496,-0.010826869123848448,0.2589762772523464,0.0,0.6895161290322581
high_only,336,0.018408719994559952,0.7210228852033711,0.6428571428571429,0.0
low_then_high,218,0.008083489439619118,0.7068614130434783,0.5229357798165137,0.0871559633027523
high_then_low,161,-0.004048582995951455,0.2545454545454545,0.14906832298136646,0.45962732919254656
neither,50,-0.0015627140906491754,0.30372117400418974,0.0,0.0
