Date,Open,High,Low,Close,Volume,Bars,r5,r15,r30,r60,r_after15,r_mid,r_to1430,r_close60,r_close30,r_close15,opening15_volume_share,opening15_volume,opening30_volume_share,closing60_volume_share,closing30_volume_share,closing15_volume_share,opening15_close_position,day_close_position,position_1430,vwap_0929,vwap_1429,vwap_close,opening_range_pct,opening_range_share,or_high,or_low,break_type,first_high_break,first_low_break,close_above_or,close_below_or,PrevClose,gap,daily_return,atr20_pct,r15_atr,r_to1430_atr,ema20,ema50,trend_regime,prior_trend_regime,next_gap,opening15_rvol20,nifty_gap,nifty_r15,nifty_r_to1430,nifty_r_close60,nifty_daily_return,r15_relative_nifty,close60_relative_nifty,day_range,nasdaq_close,nasdaq_return,dow_close,dow_return,vix_close,vix_return,us_context,vix_regime,nifty_gap_proxy,combined_proxy
2021-06-17,77.2,82.0,77.2,80.0,1455051.0,375,0.0284974093264249,0.0362694300518133,0.0537564766839377,0.0569948186528497,0.0,-0.0208333333333331,0.0349740932642488,0.0012515644555692,0.0075566750629723,0.0062893081761006,0.1260038307935598,183342,0.1890146805850791,0.2447446859250981,0.1440183196327826,0.0642719739720463,0.7466666666666659,0.583333333333333,0.5625000000000009,79.20508648682062,80.30994056366696,80.11024143941808,0.0485751295336787,0.7812500000000004,80.95,77.2,high_only,09:31,,False,False,81.5,-0.0527607361963189,-0.0184049079754601,,,,83.62963194946393,84.46791732648794,downtrend,downtrend,0.0,,,,,,,,,0.06217616580310881,14039.6796875,-0.0023577768295566237,34033.671875,-0.007745231890019744,14.869999885559082,0.017796046200658777,both_red,at_or_below_15,,mixed_or_conflict
2021-06-18,80.0,82.5,76.35,82.4,1671613.0,375,0.0081250000000001,0.0024999999999999,-0.0175,-0.0124999999999999,0.0274314214463839,0.010126582278481,-0.0025,0.0325814536340853,0.022332506203474,0.0179122915379863,0.0372777670429698,62314,0.0839668033211036,0.3091199936827483,0.260739776491329,0.1869870598039139,0.1428571428571443,0.9837398373983748,0.6831683168316822,80.66508007831305,78.25590573021475,79.1605326412274,0.0175,0.2276422764227649,81.4,80.0,low_then_high,15:14,09:36,True,False,80.0,0.0,0.03,,,,83.51252414475307,84.38682252937076,downtrend,downtrend,-0.0279126213592234,,,,,,,,,0.08055009823182724,14161.349609375,0.008666146563395483,33823.44921875,-0.006176902011105767,15.289999961853027,0.02824479351219278,mixed,above_15,,mixed_or_conflict
2021-06-21,80.1,82.1,78.9,79.3,845164.0,375,-0.0093632958801498,-0.0012484394506865,-0.0056179775280897,0.0049937578027465,-0.00875,0.0037267080745342,0.0087390761548065,-0.0185643564356435,-0.0025157232704402,-0.00875,0.0879213975039164,74308,0.142036338509449,0.2119576792196544,0.1594329621233275,0.1266274947820778,0.7586206896551745,0.1249999999999977,0.5937499999999994,79.43540197556118,80.36294173141656,80.23616438150864,0.018377693282636,0.453124999999998,80.35,78.9,high_only,09:52,,False,False,82.4,-0.0279126213592234,-0.0376213592233011,,,,83.11133136906231,84.18733929292485,downtrend,downtrend,0.0214375788146279,,,,,,,,,0.040557667934093544,14030.3798828125,-0.009248392997500465,33290.078125,-0.015769269724695167,14.800000190734863,-0.032047074711619605,both_red,at_or_below_15,,mixed_or_conflict
2021-06-22,81.0,81.2,79.5,79.85,624817.0,375,-0.0086419753086419,-0.0111111111111111,-0.0111111111111111,-0.0030864197530864,-0.0031210986267166,-0.0068111455108358,-0.0098765432098765,-0.0043640897755612,-0.0012507817385867,0.0012539184952977,0.1092912004634957,68287,0.1591778072619663,0.1199215130190119,0.0922190017237047,0.0386081044529838,0.0833333333333284,0.2058823529411727,0.4117647058823539,80.32872679524165,80.18473825579026,80.15284229889177,0.0150000000000001,0.705882352941177,81.2,80.0,low_only,,09:30,False,True,79.3,0.0214375788146279,0.0069356872635559,,,,82.80072838153256,84.01724755594739,downtrend,downtrend,0.013149655604258,,,,,,,,,0.021383647798742134,14141.48046875,0.007918572901479237,33876.96875,0.017629595905311435,15.0600004196167,0.017567582806154336,both_green,above_15,,mixed_or_conflict
2021-06-23,80.9,80.9,78.6,79.3,751618.0,375,-0.0222496909765143,-0.0222496909765143,-0.0222496909765143,-0.0265760197775031,0.0025284450063212,0.0076190476190476,-0.0191594561186652,-0.0006301197227472,0.0025284450063212,0.0037974683544304,0.0604070152657333,45403,0.1558797154937747,0.1603726893182441,0.1034993839955935,0.0503207746488242,0.0526315789473652,0.3043478260869562,0.3260869565217375,79.58380393366076,79.11905963173128,79.1068842151199,0.0240506329113925,0.8260869565217375,80.9,79.0,low_only,,09:35,False,False,79.85,0.013149655604258,-0.0068879148403255,,,,82.46732567852946,83.83225745571416,downtrend,downtrend,0.0025220680958386,,,,,,,,,0.029262086513994978,14253.26953125,0.00790504662839453,33945.578125,0.002025251299970554,14.739999771118164,-0.021248382442387692,both_green,at_or_below_15,,mixed_or_conflict
2021-06-24,79.5,80.5,76.5,78.7,1941260.0,375,0.0,0.0037735849056603,0.0062893081761006,-0.0044025157232703,-0.0137844611528821,-0.0069488313329123,-0.0113207547169812,0.0012722646310434,0.0044671346522018,-0.0025348542458808,0.0220125073405932,42732,0.0772415853620844,0.0590142484777927,0.0347583528223937,0.0186610757961324,0.8421052631578893,0.5500000000000007,0.5249999999999986,79.54337147804924,78.66125740726346,78.66673367640946,0.0120253164556962,0.2375000000000007,79.95,79.0,high_then_low,09:30,11:17,False,True,79.3,0.0025220680958386,-0.0075662042875156,,,,82.10853275676475,83.63099245745086,downtrend,downtrend,-0.0343074968233799,,,,,,,,,0.05228758169934644,14271.73046875,0.0012952072125995695,33874.23828125,-0.002101594602021528,15.369999885559082,0.042740849675951376,mixed,above_15,,mixed_or_conflict
2021-06-25,76.0,79.0,76.0,78.5,1226665.0,375,0.0276315789473684,0.0302631578947367,0.0328947368421053,0.0256578947368422,0.0025542784163474,0.0070558050032072,0.0328947368421053,0.0,0.0031948881789136,-0.0012722646310431,0.11614580998072,142472,0.1767597510322704,0.1746882808264685,0.0778615188335853,0.0520818642416633,0.7796610169491508,0.8333333333333334,0.8333333333333334,78.05766045258015,77.87362007649946,77.97229054659037,0.0388157894736842,0.9833333333333344,78.95,76.0,high_only,09:34,,False,False,78.7,-0.0343074968233799,-0.0025412960609911,,,,81.7648629704062,83.42977706696259,downtrend,downtrend,-0.0286624203821656,,,,,,,,,0.03947368421052633,14369.7099609375,0.006865284655006576,34196.8203125,0.009522930923838713,15.100000381469727,-0.0175666562198894,both_green,above_15,,mixed_or_conflict
2021-06-28,76.25,78.6,76.25,78.4,1529216.0,375,0.0098360655737705,0.019016393442623,0.020327868852459,0.0111475409836063,0.0090090090090091,0.0097276264591439,0.0209836065573769,0.0070648683365448,0.0051282051282051,0.0019169329073482,0.0865992770151502,132429,0.1254172072486817,0.1414914570603498,0.1154421612120197,0.090365259060852,0.8285714285714302,0.9148936170212812,0.914285714285711,77.52365280011679,77.4949101379066,77.57734086180979,0.022950819672131,0.7446808510638316,78.0,76.25,high_only,14:50,,True,False,78.5,-0.0286624203821656,-0.0012738853503183,,,,81.44439983036752,83.23253090747386,downtrend,downtrend,-0.0172193877551021,,,,,,,,,0.030819672131147557,14360.3896484375,-0.0006486082548177174,34433.83984375,0.006931040052380544,13.369999885559082,-0.1145695663712466,mixed,at_or_below_15,,mixed_or_conflict
2021-06-29,77.05,79.5,77.0,79.1,1728486.0,375,0.0058403634003894,0.0123296560674885,0.0220635950681375,0.0246593121349774,0.014102564102564,0.0006333122229258,0.0253082414016871,0.0012658227848101,0.0012658227848101,0.0006325110689435,0.0549162677626547,94922,0.0726074726668309,0.1047413748216647,0.0470452176066222,0.0348576731312836,0.5,0.8399999999999977,0.8,77.49978578903381,78.57640236812325,78.62409570186479,0.0259740259740259,0.8,79.0,77.0,high_only,09:46,,True,False,78.4,-0.0172193877551021,0.0089285714285711,,,,81.2211236560468,83.07047087188664,downtrend,downtrend,-0.0012642225031604,,,,,,,,,0.032467532467532534,14500.509765625,0.009757403567579814,34283.26953125,-0.004372742429634369,13.399999618530273,0.002243809515929396,mixed,at_or_below_15,,mixed_or_conflict
2021-06-30,79.0,80.5,78.4,79.1,771784.0,374,0.0063291139240506,0.009493670886076,0.0012658227848101,0.0012658227848101,-0.0081504702194358,-0.0044247787610618,-0.0031645569620253,0.0044444444444444,0.0025348542458807,0.0012658227848101,0.0653926487203673,50469,0.1273167103749235,0.3638427331999627,0.2571237548329584,0.0785828677453795,0.625,0.3333333333333288,0.1666666666666644,79.55011591273852,79.05192820015644,79.0450922797052,0.0254777070063694,0.952380952380955,80.5,78.5,low_only,,14:01,False,False,79.1,-0.0012642225031604,0.0,,,,81.01911187928043,82.91476613181266,downtrend,downtrend,0.0088495575221239,,,,,,,,,0.02678571428571419,14528.330078125,0.0019185747914842732,34292.2890625,0.00026308842106725905,13.0,-0.029850718650553665,both_green,at_or_below_15,,mixed_or_conflict
2021-07-01,79.8,80.2,78.05,79.65,1824256.0,373,-0.0162907268170425,-0.013157894736842,-0.0087719298245614,-0.0037593984962405,0.0114285714285715,-0.00125786163522,-0.0050125313283206,0.0031486146095718,0.0075901328273246,0.0069532237673832,0.0173034924922817,31566,0.0590832646295256,0.0895806290345214,0.0706973144120123,0.0309649522873982,0.4000000000000016,0.7441860465116299,0.6279069767441884,78.87533105239814,79.5241906896799,79.50594971319812,0.0224215246636771,0.8139534883720909,79.8,78.05,high_only,10:24,,False,False,79.1,0.0088495575221239,0.0069532237673832,,,,80.88872027172992,82.78673608742785,downtrend,downtrend,-0.0125549278091651,0.2536093904408397,,,,,,,,0.027546444586803442,14503.9501953125,-0.0016780925737093222,34502.51171875,0.006130318564236292,13.050000190734863,0.0038461685180664062,mixed,at_or_below_15,,mixed_or_conflict
2021-07-02,78.65,81.7,78.65,81.6,922667.0,375,0.0057215511760964,0.0063572790845518,0.0114431023521932,0.010807374443738,0.0309538850284269,0.0075471698113207,0.0184361093452001,0.0187265917602996,0.02,0.02,0.0320050462409515,29530,0.0601495447436615,0.3708965423061625,0.3496852060385816,0.1869233428745148,0.2941176470588255,0.9672131147540955,0.7073170731707271,79.3706947736765,79.76218752135543,80.06170872048091,0.021614748887476,0.5573770491803247,80.35,78.65,high_only,12:15,,True,False,79.65,-0.0125549278091651,0.0244821092278717,0.0433948608816259,0.1464984321966941,0.4248454533704068,80.95646119823184,82.74019741733265,downtrend,downtrend,-0.0128676470588234,0.2634231630404724,,,,,,,,0.03877940241576594,14522.3798828125,0.0012706667667650162,34633.53125,0.003797391109320314,12.84000015258789,-0.016091956710932998,both_green,at_or_below_15,,mixed_or_conflict
2021-07-05,80.55,82.5,80.05,81.1,1892949.0,375,0.0055865921787709,0.0,0.0006207324643079,0.0018621973929238,0.0068280571073866,0.0080545229244113,0.0099317194289261,-0.0030731407498463,0.0024721878862792,-0.0018461538461539,0.020454328140906,38719,0.0315306962839463,0.4187291892174591,0.2283717099615467,0.1845136873735108,0.2325581395348831,0.4285714285714269,0.5306122448979574,80.99050810540908,81.32425168466754,81.16996315449244,0.0268582136164896,0.8775510204081646,82.2,80.05,high_only,12:50,,False,False,81.6,-0.0128676470588234,-0.0061274509803921,0.0440492294592763,0.0,0.2254686302312742,80.97013156030499,82.67587594998628,downtrend,downtrend,0.0012330456226881,0.3662635330397726,,,,,,,,0.030605871330418477,14639.330078125,0.008053101231080717,34786.3515625,0.0044124958381193125,12.09000015258789,-0.05841121425912432,both_green,at_or_below_15,,mixed_or_conflict
2021-07-06,81.2,82.4,79.0,79.35,820807.0,374,0.0129310344827586,0.0080049261083743,-0.0024630541871921,-0.0104679802955666,-0.030543677458766,-0.0043559427504666,-0.0147783251231526,-0.008125,0.0018939393939392,-0.0043914680050188,0.0644950640040837,52938,0.0889283351628336,0.4358844405566717,0.3954340058016074,0.3163666976524323,0.6071428571428507,0.1029411764705863,0.1724137931034479,81.77798021585001,80.64720518468926,80.3078756841336,0.0172839506172839,0.4117647058823539,82.4,81.0,low_only,,09:45,False,True,81.1,0.0012330456226881,-0.0215782983970407,0.0441033196866253,0.1815039358772323,-0.3350841893118154,80.81583331646641,82.54544944214368,downtrend,downtrend,0.0075614366729679,0.577298676655816,,,,,,,,0.04303797468354431,14639.330078125,0.008053101231080717,34786.3515625,0.0044124958381193125,12.09000015258789,-0.05841121425912432,both_green,at_or_below_15,,mixed_or_conflict
2021-07-07,79.95,80.95,78.15,79.25,591925.0,375,-0.0118824265165728,-0.0056285178236398,-0.0125078173858661,-0.0087554721701063,-0.0031446540880503,0.0044164037854887,-0.0043777360850533,-0.004396984924623,0.0018963337547408,0.0012634238787112,0.0746665540397854,44197,0.1140533006715377,0.1421953794821979,0.0753102166659627,0.043453140178232,0.7297297297297289,0.3928571428571412,0.5178571428571394,79.02881530420618,79.58157556647944,79.52877830806268,0.0236724248240562,0.6607142857142844,80.0,78.15,high_only,11:59,,False,False,79.35,0.0075614366729679,-0.0012602394454945,0.0442877325393126,-0.1270897718379143,-0.0988476003183805,80.6667063339458,82.41621613068706,downtrend,downtrend,-0.003154574132492,0.5430107196609024,,,,,,,,0.035828534868841855,14663.6396484375,0.0016605657624200187,34577.37109375,-0.006007542020453838,12.279999732971191,0.01571543242227591,mixed,at_or_below_15,,mixed_or_conflict
2021-07-08,79.0,80.1,77.25,78.0,634855.0,375,0.000632911392405,0.009493670886076,0.0012658227848101,0.0126582278481013,-0.0219435736677116,-0.03125,-0.0189873417721518,0.0064516129032257,0.0,-0.0025575447570332,0.0345448960786321,21931,0.091721731734018,0.1637003725260098,0.0737365225130147,0.0542848366949933,0.833333333333328,0.2631578947368426,0.0877192982456142,79.58811879683249,78.82118823797533,78.6609621094581,0.0113924050632912,0.3157894736842132,79.9,79.0,low_then_high,09:49,09:41,False,True,79.25,-0.003154574132492,-0.0157728706624605,0.0427507472347939,0.2220702911679005,-0.4441405823357984,80.41273430214144,82.24303118438561,downtrend,downtrend,0.0,0.3075984431431677,,,,,,,,0.03689320388349504,14665.0595703125,9.683284021178018e-05,34681.7890625,0.003019835385023706,12.210000038146973,-0.005700301005404196,both_green,at_or_below_15,,mixed_or_conflict
2021-07-09,78.0,78.85,77.05,77.95,301007.0,375,-0.0064102564102563,-0.0064102564102563,0.0025641025641025,-0.0032051282051281,0.0058064516129032,0.0,-0.0032051282051281,0.002572347266881,0.0006418485237482,-0.0006410256410256,0.0900410953898082,27103,0.1261399236562604,0.1726205702857408,0.1210171192032079,0.0608291501526542,0.2285714285714318,0.500000000000004,0.388888888888891,78.0070176733203,77.67315941703106,77.69157965318637,0.0226977950713358,0.9722222222222238,78.85,77.1,low_only,,14:05,False,False,78.0,0.0,-0.0006410256410256,0.0410801044903144,-0.1560428457957733,-0.0780214228978866,80.17818817812797,82.07467702029207,downtrend,downtrend,0.0006414368184732,0.4150504207471612,,,,,,,,0.02336145360155739,14559.7802734375,-0.007178920506270892,34421.9296875,-0.007492675032758744,13.5600004196167,0.1105651414620803,both_red,at_or_below_15,,mixed_or_conflict
2021-07-12,78.0,78.95,76.55,77.0,1016304.0,375,0.0076923076923076,0.0,0.0057692307692307,-0.0038461538461538,-0.0128205128205127,-0.009009009009009,-0.0128205128205127,0.0,-0.0064516129032258,-0.0096463022508038,0.0229596656118641,23334,0.035843605850218,0.1004374675294006,0.065950739148916,0.0319058077110785,0.3448275862068958,0.1875000000000007,0.1875000000000007,78.1727514928145,77.66272642485266,77.61736419417805,0.0187096774193549,0.6041666666666664,78.95,77.5,low_only,,10:01,False,True,77.95,0.0006414368184732,-0.0121872995509942,0.0403866600037664,0.0,-0.3174442456820427,79.87550358973482,81.87567007831983,downtrend,downtrend,0.0142857142857142,0.404921389650505,,,,,,,,0.03135205747877201,14701.919921875,0.009762485818334499,34870.16015625,0.013021654300594543,12.9399995803833,-0.045722774339775674,both_green,at_or_below_15,,mixed_or_conflict
2021-07-13,78.1,78.4,76.0,77.0,1518839.0,375,-0.0076824583866836,-0.0064020486555698,-0.0064020486555698,-0.0153649167733673,-0.0077319587628865,0.0078023407022105,-0.0076824583866836,-0.0064516129032258,-0.0102827763496143,-0.0064516129032258,0.0070362954862233,10687,0.030829469087902,0.0479320059598153,0.0289813469367062,0.0167265918244132,0.3599999999999909,0.4166666666666657,0.6249999999999986,77.83144162689874,77.11171362716607,77.1244194743485,0.016202203499676,0.5208333333333321,78.4,77.15,low_only,,09:38,False,True,77.0,0.0142857142857142,0.0,0.0395175717827367,-0.1620051123274369,-0.194406134792922,79.60164610499817,81.68446733015043,downtrend,downtrend,0.0103896103896103,0.2066978057578307,,,,,,,,0.03157894736842115,14733.240234375,0.0021303552642399914,34996.1796875,0.003613964796413738,12.989999771118164,0.0038640025004841316,both_green,at_or_below_15,,mixed_or_conflict
2021-07-14,77.8,77.9,74.4,74.5,622070.0,375,-0.0083547557840616,-0.0038560411311053,-0.012853470437018,-0.0102827763496143,-0.0387096774193548,0.0,-0.0102827763496143,-0.0324675324675324,-0.0324675324675324,-0.0318388564002599,0.0282251193595576,17558,0.0873036796502001,0.5123908884852187,0.4520230842188178,0.4129470959859823,0.555555555555552,0.0285714285714269,0.454545454545453,77.32137866879296,76.99893058206712,76.31323211214175,0.0116883116883117,0.2571428571428588,77.9,77.0,low_only,,09:42,False,True,77.0,0.0103896103896103,-0.0324675324675324,0.0377310453365244,-0.1021980996474713,-0.2725282657265911,79.11577504737929,81.40272351328179,downtrend,downtrend,0.0134228187919462,0.3662800400534045,,,,,,,,0.04704301075268824,14677.650390625,-0.0037730901597803346,34888.7890625,-0.003068638518802569,12.619999885559082,-0.028483440498723978,both_red,at_or_below_15,,mixed_or_conflict
2021-07-15,75.5,79.25,73.0,77.5,1535159.0,375,-0.0019867549668874,-0.0105960264900661,-0.0112582781456952,-0.0086092715231789,0.037483266398929,-0.0046760187040747,-0.0132450331125827,0.0402684563758388,0.0333333333333334,-0.0189873417721518,0.0503524390633152,77299,0.091324742257968,0.4177358827326681,0.2865996290937942,0.1195817501639895,0.1379310344827603,0.72,0.508474576271186,74.98877087672543,74.11154217774136,75.26109926289935,0.0194630872483221,0.2320000000000004,75.95,74.5,low_then_high,15:08,09:31,True,False,74.5,0.0134228187919462,0.0402684563758388,0.0373551557758202,-0.2836563325731042,-0.3545704157163803,78.96189170953365,81.24967553236877,downtrend,downtrend,-0.0129032258064516,1.725424107142857,,,,,,,,0.08561643835616439,14644.9501953125,-0.0022278903259194127,34933.23046875,0.0012738019129980849,12.59000015258789,-0.0023771579432040335,mixed,at_or_below_15,,mixed_or_conflict
