Symbol,Date,Direction,SignalTime,Opening15Return,Opening15RVOL,Gap,NiftyDayReturn,EntryTime,EntryPrice,Stop,Target,ExitTime,ExitPrice,ExitReason,GrossReturn,NetReturn,Sample
ICICIBANK,2024-09-16,1,09:39,-0.0001998401278976436,1.1118939920585729,0.002002402883460208,0.004956972133049131,09:40,1253.45,1244.7,1266.575,15:14,1262.5,time,0.007220072599624983,0.006220072599624983,Development
ICICIBANK,2024-09-17,1,09:30,0.005238303107266029,1.1111906551645965,-0.0030858092336906173,-0.00017640116693196095,09:31,1267.4,1258.4,1280.9,15:14,1266.95,time,-0.00035505759823262206,-0.001355057598232622,Development
ICICIBANK,2024-09-18,1,09:37,0.005942947702060275,0.5768778563180504,-0.0033170115305639625,0.009367212168458261,09:38,1270.75,1262.0,1283.875,11:37,1283.875,target,0.010328546134172667,0.009328546134172666,Development
ICICIBANK,2024-09-23,-1,09:41,-0.005296769346356034,1.8527471895372662,-0.01400103711386036,0.002579854515857738,09:42,1323.15,1331.8,1310.1750000000002,11:49,1310.1750000000002,target,0.009806144428069263,0.008806144428069262,Development
ICICIBANK,2024-09-26,1,09:32,0.0043939393939393945,1.8684248289577012,-0.004524886877828038,0.0026923059161458873,09:33,1325.95,1316.9,1339.525,15:14,1327.05,time,0.0008295938760887189,-0.0001704061239112811,Development
ICICIBANK,2024-10-04,1,09:30,0.005252185069360982,1.484254139570065,-0.0085463290535438,-0.005883050509199128,09:31,1254.7,1245.35,1268.7250000000004,12:49,1245.35,stop,-0.007451980553120352,-0.008451980553120353,Development
ICICIBANK,2024-10-09,-1,09:30,-0.00317766783315232,1.0606717716690164,0.00513463248969015,0.00024179724860173835,09:31,1240.0,1243.3,1235.0500000000002,09:58,1235.0500000000002,target,0.003991935483870779,0.0029919354838707788,Development
ICICIBANK,2024-10-11,-1,09:44,-0.0016168148746968924,1.3945505336184258,-0.00562700964630225,-0.0066781931718070675,09:45,1232.9,1240.8,1221.0500000000002,15:14,1222.6,time,0.008354286641252484,0.007354286641252484,Development
ICICIBANK,2024-10-15,1,09:33,0.0016546269018120618,0.9482735916543837,0.004825628548256411,0.001278936295094013,09:34,1243.3,1235.4,1255.1499999999996,12:42,1255.1499999999996,target,0.009531086624306129,0.008531086624306128,Development
ICICIBANK,2024-10-17,-1,09:30,-0.0019608627796230405,1.531564767450551,0.0035742971887551267,-0.010171556324377717,09:31,1247.5,1256.95,1233.3249999999998,10:18,1233.3249999999998,target,0.011362725450902,0.010362725450902,Development
ICICIBANK,2024-11-18,-1,09:33,-0.003253968253968176,0.8380049377671698,0.0008340283569641116,0.0024413207216675836,09:34,1254.95,1262.6,1243.4750000000004,15:14,1254.05,time,0.0007171600462170247,-0.00028283995378297535,Development
ICICIBANK,2024-12-03,1,10:46,-0.0017638713140840645,1.412637301309069,0.00038359737619386713,0.010414757949935183,10:47,1303.65,1296.1,1314.9750000000004,15:14,1308.25,time,0.0035285544432936966,0.0025285544432936966,Development
ICICIBANK,2024-12-10,1,09:40,0.0023123578468535744,0.8606980353520105,-0.0034000755572346497,0.0035669793740422673,09:41,1324.35,1315.25,1337.9999999999998,15:14,1329.65,time,0.004001963227243666,0.0030019632272436656,Development
ICICIBANK,2024-12-17,-1,09:35,-0.00014903129657228842,0.9526730616618054,-0.0011908306043464378,-0.013104098080234272,09:36,1340.3,1348.1,1328.6,11:48,1328.6,target,0.008729388942774086,0.007729388942774086,Development
ICICIBANK,2024-12-24,-1,09:30,-0.0019663787785317854,0.35615511926892346,-0.0004239411107256341,-0.00035375358869860207,09:31,1294.35,1304.5,1279.1249999999998,15:14,1297.0,time,-0.0020473596786032555,-0.0030473596786032555,Development
ICICIBANK,2025-01-01,-1,09:30,-0.005032575196036393,0.4379386875822163,-0.0014413712504869336,0.0041614014538866595,09:31,1275.5,1284.75,1261.625,10:49,1284.75,stop,-0.0072520580164641135,-0.008252058016464114,Development
ICICIBANK,2025-01-02,-1,09:30,-0.004240915103882803,0.35791667127270316,0.0015587249629802624,0.009977287872545926,09:31,1280.45,1289.0,1267.625,11:09,1289.0,stop,-0.006677339997656961,-0.007677339997656961,Development
ICICIBANK,2025-01-03,-1,09:30,-0.003809671901726097,0.7352621476322505,-0.003718048024786924,-0.012238922525256268,09:31,1281.2,1288.0,1271.0,10:31,1271.0,target,0.007961286294099312,0.006961286294099312,Development
ICICIBANK,2025-01-08,1,09:30,0.0016008746241849003,0.9045114427535199,-3.9044198032134325e-05,-0.0069255555090596,09:31,1283.75,1275.05,1296.8000000000002,10:20,1275.05,stop,-0.006777020447906512,-0.007777020447906512,Development
ICICIBANK,2025-01-10,-1,09:33,-0.000794281175536149,0.6388566083474803,-0.0035615354174910463,-0.01559753555305754,09:34,1255.7,1264.95,1241.825,15:14,1244.15,time,0.009198056860715065,0.008198056860715064,Development
ICICIBANK,2025-01-13,1,09:30,0.005749453397036142,2.3391184493898063,-0.013145802533263917,-0.014948810778232069,09:31,1241.65,1234.45,1252.4500000000003,09:48,1234.45,stop,-0.005798735553497414,-0.006798735553497414,Development
ICICIBANK,2025-01-15,-1,09:33,0.0017828200972447306,1.681050969131371,-0.007200611448569982,-0.0020712044283884845,09:34,1233.9,1241.5,1222.5000000000002,10:44,1241.5,stop,-0.006159332198719447,-0.007159332198719447,Development
ICICIBANK,2025-01-21,-1,09:32,-0.0033146044706739985,1.1269566882029194,0.004017857142857073,-0.014360118821393986,09:33,1230.25,1238.95,1217.1999999999998,10:25,1217.1999999999998,target,0.010607600081284474,0.009607600081284473,Development
ICICIBANK,2025-01-29,-1,09:30,-0.004273162939297026,1.258198815867731,0.004210948466011555,0.005655946619318897,09:31,1246.1,1255.8,1231.5499999999997,15:14,1251.05,time,-0.003972393868870938,-0.004972393868870938,Development
ICICIBANK,2025-02-06,-1,09:39,-0.002156862745098076,1.2350322171350827,0.00536193029490617,0.002528832065272546,09:40,1270.4,1279.0,1257.5000000000002,15:14,1272.6,time,-0.0017317380352643852,-0.002731738035264385,Development
ICICIBANK,2025-02-10,1,09:30,0.002306713331212018,0.7707806253869496,0.0001591089896579856,-0.00469481230212121,09:31,1258.85,1250.3,1271.6749999999997,10:36,1250.3,stop,-0.006791913254160509,-0.007791913254160509,Development
ICICIBANK,2025-02-19,1,09:31,0.0025509171154391996,1.2632663038737175,-0.006196933725001075,0.009280706992783827,09:32,1238.9,1230.25,1251.8750000000002,10:14,1251.8750000000002,target,0.010473000242150476,0.009473000242150476,Development
ICICIBANK,2025-02-20,-1,09:30,0.0009559087107182673,1.0087311376060177,-0.004875148632580317,-0.004640596128797858,09:31,1255.25,1264.0,1242.125,15:14,1250.1,time,0.004102768372834187,0.003102768372834187,Development
ICICIBANK,2025-02-24,-1,09:30,-0.002323306431890604,1.057100375073996,-0.004301948051948057,-0.005137143850250991,09:31,1224.0,1231.9,1212.1499999999999,09:56,1212.1499999999999,target,0.009681372549019684,0.008681372549019684,Development
ICICIBANK,2025-03-07,-1,09:30,-0.0013211130377341895,0.7741859875610422,-0.006480721903199371,-0.003180516967728808,09:31,1209.1,1215.95,1198.8249999999998,10:18,1215.95,stop,-0.005665370937060654,-0.006665370937060654,Development
ICICIBANK,2025-03-19,1,11:18,0.0026041666666667407,1.45492240760787,-0.0050676319298914585,0.007119920689490966,11:19,1311.95,1302.15,1326.65,15:14,1312.4,time,0.00034300087655791955,-0.0006569991234420805,Development
ICICIBANK,2025-03-20,-1,09:34,-0.001477272727272716,1.6502603961671851,0.003039513677811634,0.005363272742629377,09:35,1317.4,1321.8,1310.8000000000002,13:51,1321.8,stop,-0.00333991194777572,-0.00433991194777572,Development
ICICIBANK,2025-03-25,1,09:31,0.0005886681383369119,0.8894441671640799,-0.0016162209814869488,-0.005594016565706461,09:32,1361.45,1353.0,1374.125,11:17,1353.0,stop,-0.0062066179441037095,-0.0072066179441037095,Development
ICICIBANK,2025-03-28,-1,09:34,-0.0021332335329340424,0.6500993076274969,-0.0022404779686333587,9.217215818679847e-05,09:35,1331.85,1341.0,1318.1249999999998,10:15,1341.0,stop,-0.0068701430341255865,-0.007870143034125587,Development
ICICIBANK,2025-05-05,-1,09:31,-0.001180555555555629,0.29508940615803064,0.007697690692792136,-0.0026873053656197854,09:32,1436.0,1446.8,1419.8000000000002,15:14,1429.5,time,0.004526462395543218,0.003526462395543218,Development
ICICIBANK,2025-05-22,-1,09:30,-0.0036083547290263196,0.7893179750006893,-0.0029749550297496485,-0.0018586921780566756,09:31,1435.3,1445.3,1420.3,15:14,1442.6,time,-0.0050860447293248345,-0.0060860447293248346,Development
ICICIBANK,2025-05-29,-1,09:36,-0.002265549910751008,1.0165573955667926,0.0025466308761785683,0.0053978940458143665,09:37,1452.1,1462.9,1435.8999999999996,15:14,1457.8,time,-0.003925349493836494,-0.004925349493836494,Development
ICICIBANK,2025-06-04,-1,09:30,-0.004313343536941683,0.899682215857821,0.00027835768963124785,0.002260532949225791,09:31,1429.8,1440.1,1414.35,15:14,1431.0,time,-0.0008392782207302663,-0.0018392782207302663,Development
ICICIBANK,2025-06-05,1,09:30,0.005101684254664951,1.0178092017348968,-0.0001397526378309477,0.002590471126217242,09:31,1437.9,1427.3,1453.8000000000002,12:11,1453.8000000000002,target,0.011057792614229234,0.010057792614229233,Development
ICICIBANK,2025-06-06,-1,09:30,-0.0011735468728426568,0.5401245325320044,-0.005287372107395494,0.013887358391678983,09:31,1446.0,1451.4,1437.8999999999999,10:06,1451.4,stop,-0.003734439834024883,-0.004734439834024883,Development
ICICIBANK,2025-06-16,-1,09:31,0.00021177467174937625,0.39081998149189817,-0.0007759046342669107,0.007132434042078417,09:32,1417.8,1419.9,1414.6499999999996,09:39,1419.9,stop,-0.0014811680067712274,-0.0024811680067712274,Development
ICICIBANK,2025-06-19,1,09:31,0.0022017045454545414,1.395287329208325,-0.0035385704175513455,-0.005480006845528407,09:32,1411.6,1405.4,1420.8999999999996,11:23,1405.4,stop,-0.004392179087560066,-0.005392179087560066,Development
ICICIBANK,2025-06-24,-1,09:34,0.00014008545212584878,1.2553103944864477,0.0060601789866818745,0.007796082952392647,09:35,1426.6,1435.9,1412.6499999999996,15:14,1423.6,time,0.0021029020047665936,0.0011029020047665936,Development
ICICIBANK,2025-06-25,1,09:32,0.0004922644163150025,1.929077588620869,-0.0007027406886859211,0.002117886222052112,09:33,1424.8,1415.3,1439.05,15:14,1425.0,time,0.00014037057832672062,-0.0008596294216732794,Development
