Symbol,SpecId,Family,Parameters,Trades,WinRate,ProfitFactor,Expectancy,MaxDrawdown,DevelopmentScore
SBIN,72,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.15, ""target_r"": 1.5}",47,0.3617021276595745,0.6352060376841638,-0.001317154658123814,-0.0826527275076594,3.4686412610252244
SBIN,73,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.15, ""target_r"": 2.0}",47,0.3404255319148936,0.6353656262605099,-0.0013790352087046892,-0.08717606980693138,3.4278004596941396
SBIN,74,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.15, ""target_r"": 1.5}",17,0.4117647058823529,0.7218060926372567,-0.0008785865040136358,-0.024426964068470003,-inf
SBIN,75,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.15, ""target_r"": 2.0}",17,0.4117647058823529,0.83279663874045,-0.0005280583533298138,-0.024426964068470225,-inf
SBIN,76,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.15, ""target_r"": 1.5}",6,0.5,0.8035777285712155,-0.0007037784260665401,-0.013017954043983426,-inf
SBIN,77,benchmark_opening,"{""position"": 0.7, ""rvol_cutoff"": 1.4898892865617608, ""rvol_name"": ""upper_quartile"", ""strength"": 0.15, ""target_r"": 2.0}",6,0.5,1.0511401539851242,0.00018323450196685277,-0.012605245424693656,-inf
SBIN,78,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.15, ""target_r"": 1.5}",35,0.4,0.8713018614708089,-0.0004189824296799954,-0.06479027142210847,4.618737885261906
SBIN,79,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.0, ""rvol_name"": ""none"", ""strength"": 0.15, ""target_r"": 2.0}",35,0.37142857142857144,0.8390562260843366,-0.0005609786155498892,-0.06479027142210891,4.381885977842305
SBIN,80,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.15, ""target_r"": 1.5}",12,0.4166666666666667,0.9888218035272925,-3.0153155412983404e-05,-0.02231916727067984,-inf
SBIN,81,benchmark_opening,"{""position"": 0.8, ""rvol_cutoff"": 0.9639441482573803, ""rvol_name"": ""median"", ""strength"": 0.15, ""target_r"": 2.0}",12,0.4166666666666667,1.1092265534771901,0.00029463833904366836,-0.02231916727067995,-inf
