Portfolio,Asset,Start,End,Years,CAGR_Pct,ValueOfRs100k,Trailing3YCAGR_Pct,Trailing5YCAGR_Pct,Trailing10YCAGR_Pct,AnnualVolatilityPct,MaxDrawdownPct,DrawdownPeak,DrawdownTrough,RecoveryDate,RecoveryCalendarDays,CompletedCalendarYears,BestCalendarYearPct,WorstCalendarYearPct,PositiveCalendarYearsPct,Rolling3YMedianPct,Rolling3YWorstPct,Rolling3YPositivePct,Rolling5YMedianPct,Rolling5YWorstPct,Rolling5YPositivePct
PPFCF_100,PPFCF_100,2013-05-28,2026-08-24,13.240246406570842,18.150381687693027,910036.8029442354,14.413846354339576,13.257665618716509,17.209460956425904,11.920390062660571,-31.202149047503646,2020-02-13,2020-03-24,2020-07-07,145,12,46.97352441097886,-6.2897897649752625,91.66666666666666,19.29094588134732,3.1138850791935235,100.0,19.23644402365361,5.824866246760552,100.0
MIDCAP150_100,MIDCAP150_100,2013-05-28,2026-08-24,13.240246406570842,19.557663611419084,1064496.2839159349,17.88576715470733,18.67473084720812,17.66037605619253,17.482918543867353,-43.057589628376306,2018-01-08,2020-03-23,2020-11-23,1050,12,62.66583551285354,-12.621579190677368,91.66666666666666,21.760021009103024,-6.769169529331309,95.16129032258065,18.242960573374035,1.7995649979866135,100.0
SMALLCAP250_100,SMALLCAP250_100,2013-05-28,2026-08-24,13.240246406570842,18.030071532565415,897843.6069739315,17.357504530061973,17.46653309281183,15.157787147994583,19.234709104895746,-59.77647663620037,2018-01-15,2020-03-24,2021-05-03,1204,12,71.66168926739344,-26.1462186947786,66.66666666666666,20.641199957269883,-16.09133570005262,87.09677419354838,15.26416122862473,-4.823364449627299,96.0
PPFCF50_Midcap50,PPFCF50_Midcap50,2013-05-28,2026-08-24,13.240246406570842,18.97028278058621,997296.3906463203,16.187452660373115,15.99614428771201,17.561485095234563,13.825900738595683,-34.537415496817424,2020-02-07,2020-03-23,2020-08-13,188,12,54.07089029173413,-6.235136608932457,83.33333333333334,20.404954348533757,-1.6867852448451903,99.19354838709677,18.785977041511757,3.986188831961357,100.0
Core60_Mid20_Small20,Core60_Mid20_Small20,2013-05-28,2026-08-24,13.240246406570842,18.617529390812937,958847.1119337202,15.833324595346209,15.27943872968005,17.126593260662414,13.473710751327667,-34.75345410272036,2020-02-13,2020-03-24,2020-08-07,176,12,54.12201393098262,-7.622886090728964,83.33333333333334,20.266417408278247,-2.4995093470841168,99.19354838709677,18.20929897918807,3.1628466383008202,100.0
Equal_Thirds,Equal_Thirds,2013-05-28,2026-08-24,13.240246406570842,18.7992961469607,978484.7047861237,16.706353393436935,16.58066575977759,16.925492567277157,15.258814458102494,-41.62131067452265,2018-01-15,2020-03-24,2020-11-17,1037,12,59.900249650573926,-12.831550587089291,83.33333333333334,20.4239343173658,-6.387893835036429,96.7741935483871,18.02743156907567,1.2019100572626007,100.0
