SipDay,PPFCFValue,PPFCFReturnPct,DiversifiedValue,DiversifiedReturnPct,DiversifiedMinusPPFCF
1,144552.1610813682,0.38344519539457167,155224.5936937894,7.794856731798183,10672.432612421195
5,144447.1035876511,0.3104886025354858,154818.84452921702,7.513086478622921,10371.74094156592
10,143962.2055094397,-0.026246174000210676,154106.3218364799,7.018279053111054,10144.116327040218
15,143775.00504393797,-0.15624649726529993,153643.20168131267,6.696667834244918,9868.196637374698
